County,County Code,Year,Year Code,Births
"Dane County, WI",55025,1995,1995,5022
"Dane County, WI",55025,1996,1996,4976
"Dane County, WI",55025,1997,1997,5024
"Dane County, WI",55025,1998,1998,5129
"Dane County, WI",55025,1999,1999,5192
"Dane County, WI",55025,2000,2000,5558
"Dane County, WI",55025,2001,2001,5524
"Dane County, WI",55025,2002,2002,5566
"Kenosha County, WI",55059,1995,1995,2040
"Kenosha County, WI",55059,1996,1996,2014
"Kenosha County, WI",55059,1997,1997,2175
"Kenosha County, WI",55059,1998,1998,2079
"Kenosha County, WI",55059,1999,1999,2165
"Kenosha County, WI",55059,2000,2000,2151
"Kenosha County, WI",55059,2001,2001,2126
"Kenosha County, WI",55059,2002,2002,2096
"Marathon County, WI",55073,1995,1995,1588
"Marathon County, WI",55073,1996,1996,1620
"Marathon County, WI",55073,1997,1997,1580
"Marathon County, WI",55073,1998,1998,1476
"Marathon County, WI",55073,1999,1999,1485
"Marathon County, WI",55073,2000,2000,1521
"Marathon County, WI",55073,2001,2001,1534
"Marathon County, WI",55073,2002,2002,1504
"Milwaukee County, WI",55079,1995,1995,15062
"Milwaukee County, WI",55079,1996,1996,14809
"Milwaukee County, WI",55079,1997,1997,14339
"Milwaukee County, WI",55079,1998,1998,14758
"Milwaukee County, WI",55079,1999,1999,14839
"Milwaukee County, WI",55079,2000,2000,14856
"Milwaukee County, WI",55079,2001,2001,14736
"Milwaukee County, WI",55079,2002,2002,14346
"Outagamie County, WI",55087,1995,1995,2055
"Outagamie County, WI",55087,1996,1996,2103
"Outagamie County, WI",55087,1997,1997,2029
"Outagamie County, WI",55087,1998,1998,2175
"Outagamie County, WI",55087,1999,1999,2192
"Outagamie County, WI",55087,2000,2000,2289
"Outagamie County, WI",55087,2001,2001,2244
"Outagamie County, WI",55087,2002,2002,2338
"Racine County, WI",55101,1995,1995,2508
"Racine County, WI",55101,1996,1996,2595
"Racine County, WI",55101,1997,1997,2567
"Racine County, WI",55101,1998,1998,2644
"Racine County, WI",55101,1999,1999,2540
"Racine County, WI",55101,2000,2000,2651
"Racine County, WI",55101,2001,2001,2588
"Racine County, WI",55101,2002,2002,2543
"Rock County, WI",55105,1995,1995,1963
"Rock County, WI",55105,1996,1996,1969
"Rock County, WI",55105,1997,1997,1990
"Rock County, WI",55105,1998,1998,2045
"Rock County, WI",55105,1999,1999,2014
"Rock County, WI",55105,2000,2000,2077
"Rock County, WI",55105,2001,2001,2033
"Rock County, WI",55105,2002,2002,1968
"Sheboygan County, WI",55117,1995,1995,1337
"Sheboygan County, WI",55117,1996,1996,1332
"Sheboygan County, WI",55117,1997,1997,1348
"Sheboygan County, WI",55117,1998,1998,1324
"Sheboygan County, WI",55117,1999,1999,1379
"Sheboygan County, WI",55117,2000,2000,1439
"Sheboygan County, WI",55117,2001,2001,1340
"Sheboygan County, WI",55117,2002,2002,1381
"Waukesha County, WI",55133,1995,1995,4120
"Waukesha County, WI",55133,1996,1996,4139
"Waukesha County, WI",55133,1997,1997,4156
"Waukesha County, WI",55133,1998,1998,4125
"Waukesha County, WI",55133,1999,1999,4283
"Waukesha County, WI",55133,2000,2000,4358
"Waukesha County, WI",55133,2001,2001,4422
"Waukesha County, WI",55133,2002,2002,4269
"Winnebago County, WI",55139,1995,1995,1835
"Winnebago County, WI",55139,1996,1996,1755
"Winnebago County, WI",55139,1997,1997,1824
"Winnebago County, WI",55139,1998,1998,1726
"Winnebago County, WI",55139,1999,1999,1799
"Winnebago County, WI",55139,2000,2000,1926
"Winnebago County, WI",55139,2001,2001,1850
"Winnebago County, WI",55139,2002,2002,1846
"Unidentified Counties, WI",55999,1995,1995,26987
"Unidentified Counties, WI",55999,1996,1996,26744
"Unidentified Counties, WI",55999,1997,1997,26475
"Unidentified Counties, WI",55999,1998,1998,26839
"Unidentified Counties, WI",55999,1999,1999,27221
"Unidentified Counties, WI",55999,2000,2000,27288
"Unidentified Counties, WI",55999,2001,2001,27442
"Unidentified Counties, WI",55999,2002,2002,27420
"Unidentified Counties, WY",56999,1995,1995,6261
"Unidentified Counties, WY",56999,1996,1996,6286
"Unidentified Counties, WY",56999,1997,1997,6387
"Unidentified Counties, WY",56999,1998,1998,6252
"Unidentified Counties, WY",56999,1999,1999,6129
"Unidentified Counties, WY",56999,2000,2000,6253
"Unidentified Counties, WY",56999,2001,2001,6115
"Unidentified Counties, WY",56999,2002,2002,6550
