year,msa,exog_shock
2005,Saint Louis - MO,0
2006,Saint Louis - MO,0
2007,Saint Louis - MO,0
2008,Saint Louis - MO,0
2009,Saint Louis - MO,0
2010,Saint Louis - MO,0
2011,Saint Louis - MO,0
2012,Saint Louis - MO,0
2013,Saint Louis - MO,0
2014,Saint Louis - MO,0
2015,Saint Louis - MO,0
2016,Saint Louis - MO,0
2017,Saint Louis - MO,0
2018,Saint Louis - MO,0
2019,Saint Louis - MO,0
2020,Saint Louis - MO,0
2021,Saint Louis - MO,0
2022,Saint Louis - MO,0
2023,Saint Louis - MO,0
2024,Saint Louis - MO,0
2000,Salt Lake City - UT,0
2001,Salt Lake City - UT,0
2002,Salt Lake City - UT,0
2003,Salt Lake City - UT,0
2004,Salt Lake City - UT,0
2005,Salt Lake City - UT,0
2006,Salt Lake City - UT,0
2007,Salt Lake City - UT,0
2008,Salt Lake City - UT,0
2009,Salt Lake City - UT,0
2010,Salt Lake City - UT,0
2011,Salt Lake City - UT,0
2012,Salt Lake City - UT,0
2013,Salt Lake City - UT,0
2014,Salt Lake City - UT,0
2015,Salt Lake City - UT,0
2016,Salt Lake City - UT,0
2017,Salt Lake City - UT,0
2018,Salt Lake City - UT,0
2019,Salt Lake City - UT,0
2020,Salt Lake City - UT,0
2021,Salt Lake City - UT,0
2022,Salt Lake City - UT,0
2023,Salt Lake City - UT,0
2024,Salt Lake City - UT,0
2000,San Antonio - TX,0
2001,San Antonio - TX,0
2002,San Antonio - TX,0
2003,San Antonio - TX,0
2004,San Antonio - TX,0
2005,San Antonio - TX,0
2006,San Antonio - TX,0
2007,San Antonio - TX,0
2008,San Antonio - TX,0
2009,San Antonio - TX,0
2010,San Antonio - TX,0
2011,San Antonio - TX,0
2012,San Antonio - TX,0
2013,San Antonio - TX,0
2014,San Antonio - TX,0
2015,San Antonio - TX,0
2016,San Antonio - TX,0
2017,San Antonio - TX,0
2018,San Antonio - TX,0
2019,San Antonio - TX,0
2020,San Antonio - TX,0
2021,San Antonio - TX,0
2022,San Antonio - TX,0
2023,San Antonio - TX,0
2024,San Antonio - TX,0
2000,San Diego - CA,0
2001,San Diego - CA,0
2002,San Diego - CA,0
2003,San Diego - CA,0
2004,San Diego - CA,0
2005,San Diego - CA,0
2006,San Diego - CA,0
2007,San Diego - CA,0
2008,San Diego - CA,0
2009,San Diego - CA,0
2010,San Diego - CA,0
2011,San Diego - CA,0
2012,San Diego - CA,0
2013,San Diego - CA,0
2014,San Diego - CA,0
2015,San Diego - CA,0
2016,San Diego - CA,0
2017,San Diego - CA,0
2018,San Diego - CA,0
2019,San Diego - CA,0
2020,San Diego - CA,0
2021,San Diego - CA,0
2022,San Diego - CA,0
2023,San Diego - CA,0
2024,San Diego - CA,0
2000,San Francisco - CA,0
2001,San Francisco - CA,0
2002,San Francisco - CA,0
2003,San Francisco - CA,0
2004,San Francisco - CA,0
2005,San Francisco - CA,0
2006,San Francisco - CA,0
2007,San Francisco - CA,0
2008,San Francisco - CA,0
2009,San Francisco - CA,0
2010,San Francisco - CA,0
2011,San Francisco - CA,0
2012,San Francisco - CA,0
2013,San Francisco - CA,0
2014,San Francisco - CA,0
2015,San Francisco - CA,0
2016,San Francisco - CA,0
2017,San Francisco - CA,1
2018,San Francisco - CA,1
2019,San Francisco - CA,1
2020,San Francisco - CA,0
2021,San Francisco - CA,0
2022,San Francisco - CA,0
2023,San Francisco - CA,0
2024,San Francisco - CA,0
2000,San Jose - CA,0
2001,San Jose - CA,0
2002,San Jose - CA,0
2003,San Jose - CA,0
2004,San Jose - CA,0
2005,San Jose - CA,0
2006,San Jose - CA,0
2007,San Jose - CA,0
2008,San Jose - CA,0
2009,San Jose - CA,0
2010,San Jose - CA,0
2011,San Jose - CA,0
2012,San Jose - CA,0
2013,San Jose - CA,0
2014,San Jose - CA,0
2015,San Jose - CA,0
2016,San Jose - CA,0
2017,San Jose - CA,0
2018,San Jose - CA,0
2019,San Jose - CA,0
2020,San Jose - CA,0
2021,San Jose - CA,0
2022,San Jose - CA,0
2023,San Jose - CA,0
2024,San Jose - CA,0
2000,Seattle - WA,0
2001,Seattle - WA,0
2002,Seattle - WA,0
2003,Seattle - WA,0
2004,Seattle - WA,0
2005,Seattle - WA,0
2006,Seattle - WA,0
2007,Seattle - WA,0
2008,Seattle - WA,0
2009,Seattle - WA,0
2010,Seattle - WA,0
2011,Seattle - WA,0
2012,Seattle - WA,0
2013,Seattle - WA,0
2014,Seattle - WA,0
2015,Seattle - WA,0
2016,Seattle - WA,0
2017,Seattle - WA,0
2018,Seattle - WA,1
2019,Seattle - WA,1
2020,Seattle - WA,0
2021,Seattle - WA,0
2022,Seattle - WA,0
2023,Seattle - WA,0
2024,Seattle - WA,0
2000,Spokane - WA,0
2001,Spokane - WA,0
2002,Spokane - WA,0
2003,Spokane - WA,0
2004,Spokane - WA,0
2005,Spokane - WA,0
2006,Spokane - WA,0
2007,Spokane - WA,0
2008,Spokane - WA,0
2009,Spokane - WA,0
2010,Spokane - WA,0
2011,Spokane - WA,0
2012,Spokane - WA,0
2013,Spokane - WA,0
2014,Spokane - WA,0
2015,Spokane - WA,0
2016,Spokane - WA,0
2017,Spokane - WA,0
2018,Spokane - WA,0
2019,Spokane - WA,0
2020,Spokane - WA,0
2021,Spokane - WA,0
2022,Spokane - WA,0
2023,Spokane - WA,0
2024,Spokane - WA,0
2000,Springfield - MA,0
2001,Springfield - MA,0
2002,Springfield - MA,0
2003,Springfield - MA,0
2004,Springfield - MA,0
2005,Springfield - MA,0
2006,Springfield - MA,0
2007,Springfield - MA,0
2008,Springfield - MA,0
2009,Springfield - MA,0
2010,Springfield - MA,0
2011,Springfield - MA,0
2012,Springfield - MA,0
2013,Springfield - MA,0
2014,Springfield - MA,0
2015,Springfield - MA,0
2016,Springfield - MA,0
2017,Springfield - MA,0
2018,Springfield - MA,0
2019,Springfield - MA,0
2020,Springfield - MA,0
2021,Springfield - MA,0
2022,Springfield - MA,0
2023,Springfield - MA,0
2024,Springfield - MA,0
2000,Stockton - CA,0
2001,Stockton - CA,0
2002,Stockton - CA,0
2003,Stockton - CA,0
2004,Stockton - CA,0
2005,Stockton - CA,0
2006,Stockton - CA,0
2007,Stockton - CA,0
2008,Stockton - CA,0
2009,Stockton - CA,0
2010,Stockton - CA,0
2011,Stockton - CA,0
2012,Stockton - CA,0
2013,Stockton - CA,0
2014,Stockton - CA,0
2015,Stockton - CA,0
2016,Stockton - CA,0
2017,Stockton - CA,0
2018,Stockton - CA,0
2019,Stockton - CA,0
2020,Stockton - CA,0
2021,Stockton - CA,0
2022,Stockton - CA,0
2023,Stockton - CA,0
2024,Stockton - CA,0
2000,Syracuse - NY,0
2001,Syracuse - NY,0
2002,Syracuse - NY,0
2003,Syracuse - NY,0
2004,Syracuse - NY,0
2005,Syracuse - NY,0
2006,Syracuse - NY,0
2007,Syracuse - NY,0
2008,Syracuse - NY,0
2009,Syracuse - NY,0
2010,Syracuse - NY,0
2011,Syracuse - NY,0
2012,Syracuse - NY,0
2013,Syracuse - NY,0
2014,Syracuse - NY,0
2015,Syracuse - NY,0
2016,Syracuse - NY,0
2017,Syracuse - NY,0
2018,Syracuse - NY,0
2019,Syracuse - NY,0
2020,Syracuse - NY,0
2021,Syracuse - NY,0
2022,Syracuse - NY,0
2023,Syracuse - NY,0
2024,Syracuse - NY,0
2000,Tampa - FL,0
2001,Tampa - FL,0
2002,Tampa - FL,0
2003,Tampa - FL,0
2004,Tampa - FL,0
2005,Tampa - FL,0
2006,Tampa - FL,0
2007,Tampa - FL,0
2008,Tampa - FL,0
2009,Tampa - FL,0
2010,Tampa - FL,0
2011,Tampa - FL,0
2012,Tampa - FL,0
2013,Tampa - FL,0
2014,Tampa - FL,0
2015,Tampa - FL,0
2016,Tampa - FL,0
2017,Tampa - FL,0
2018,Tampa - FL,0
2019,Tampa - FL,0
2020,Tampa - FL,0
2021,Tampa - FL,0
2022,Tampa - FL,0
2023,Tampa - FL,0
2024,Tampa - FL,0
2000,Toledo - OH,0
2001,Toledo - OH,0
2002,Toledo - OH,0
2003,Toledo - OH,0
2004,Toledo - OH,0
2005,Toledo - OH,0
2006,Toledo - OH,0
2007,Toledo - OH,0
2008,Toledo - OH,0
2009,Toledo - OH,0
2010,Toledo - OH,0
2011,Toledo - OH,0
2012,Toledo - OH,0
2013,Toledo - OH,0
2014,Toledo - OH,0
2015,Toledo - OH,0
2016,Toledo - OH,0
2017,Toledo - OH,0
2018,Toledo - OH,0
2019,Toledo - OH,0
2020,Toledo - OH,0
2021,Toledo - OH,0
2022,Toledo - OH,0
2023,Toledo - OH,0
2024,Toledo - OH,0
2000,Tucson - AZ,0
2001,Tucson - AZ,0
2002,Tucson - AZ,0
2003,Tucson - AZ,0
2004,Tucson - AZ,0
2005,Tucson - AZ,0
2006,Tucson - AZ,0
2007,Tucson - AZ,0
2008,Tucson - AZ,0
2009,Tucson - AZ,0
2010,Tucson - AZ,0
2011,Tucson - AZ,0
2012,Tucson - AZ,0
2013,Tucson - AZ,0
2014,Tucson - AZ,0
2015,Tucson - AZ,0
2016,Tucson - AZ,0
2017,Tucson - AZ,0
2018,Tucson - AZ,0
2019,Tucson - AZ,0
2020,Tucson - AZ,0
2021,Tucson - AZ,0
2022,Tucson - AZ,0
2023,Tucson - AZ,0
2024,Tucson - AZ,0
2000,Tulsa - OK,0
2001,Tulsa - OK,0
2002,Tulsa - OK,0
2003,Tulsa - OK,0
2004,Tulsa - OK,0
2005,Tulsa - OK,0
2006,Tulsa - OK,0
2007,Tulsa - OK,0
2008,Tulsa - OK,0
2009,Tulsa - OK,0
2010,Tulsa - OK,0
2011,Tulsa - OK,0
2012,Tulsa - OK,0
2013,Tulsa - OK,0
2014,Tulsa - OK,0
2015,Tulsa - OK,0
2016,Tulsa - OK,0
2017,Tulsa - OK,0
2018,Tulsa - OK,0
2019,Tulsa - OK,0
2020,Tulsa - OK,0
2021,Tulsa - OK,0
2022,Tulsa - OK,0
2023,Tulsa - OK,0
2024,Tulsa - OK,0
2000,Ventura - CA,0
2001,Ventura - CA,0
2002,Ventura - CA,0
2003,Ventura - CA,0
2004,Ventura - CA,0
2005,Ventura - CA,0
2006,Ventura - CA,0
2007,Ventura - CA,0
2008,Ventura - CA,0
2009,Ventura - CA,0
2010,Ventura - CA,0
2011,Ventura - CA,0
2012,Ventura - CA,0
2013,Ventura - CA,0
2014,Ventura - CA,0
2015,Ventura - CA,0
2016,Ventura - CA,0
2017,Ventura - CA,0
2018,Ventura - CA,0
2019,Ventura - CA,0
2020,Ventura - CA,0
2021,Ventura - CA,0
2022,Ventura - CA,0
2023,Ventura - CA,0
2024,Ventura - CA,0
2000,Washington - DC,0
2001,Washington - DC,0
2002,Washington - DC,0
2003,Washington - DC,0
2004,Washington - DC,0
2005,Washington - DC,0
2006,Washington - DC,0
2007,Washington - DC,0
2008,Washington - DC,0
2009,Washington - DC,0
2010,Washington - DC,0
2011,Washington - DC,0
2012,Washington - DC,0
2013,Washington - DC,0
2014,Washington - DC,0
2015,Washington - DC,0
2016,Washington - DC,0
2017,Washington - DC,0
2018,Washington - DC,0
2019,Washington - DC,0
2020,Washington - DC,0
2021,Washington - DC,0
2022,Washington - DC,0
2023,Washington - DC,0
2024,Washington - DC,0
2000,Wichita - KS,0
2001,Wichita - KS,0
2002,Wichita - KS,0
2003,Wichita - KS,0
2004,Wichita - KS,0
2005,Wichita - KS,0
2006,Wichita - KS,0
2007,Wichita - KS,0
2008,Wichita - KS,0
2009,Wichita - KS,0
2010,Wichita - KS,0
2011,Wichita - KS,0
2012,Wichita - KS,0
2013,Wichita - KS,0
2014,Wichita - KS,0
2015,Wichita - KS,0
2016,Wichita - KS,0
2017,Wichita - KS,0
2018,Wichita - KS,0
2019,Wichita - KS,0
2020,Wichita - KS,0
2021,Wichita - KS,0
2022,Wichita - KS,0
2023,Wichita - KS,0
2024,Wichita - KS,0
2000,Winston-Salem - NC,0
2001,Winston-Salem - NC,0
2002,Winston-Salem - NC,0
2003,Winston-Salem - NC,0
2004,Winston-Salem - NC,0
2005,Winston-Salem - NC,0
2006,Winston-Salem - NC,0
2007,Winston-Salem - NC,0
2008,Winston-Salem - NC,0
2009,Winston-Salem - NC,0
2010,Winston-Salem - NC,0
2011,Winston-Salem - NC,0
2012,Winston-Salem - NC,0
2013,Winston-Salem - NC,0
2014,Winston-Salem - NC,0
2015,Winston-Salem - NC,0
2016,Winston-Salem - NC,0
2017,Winston-Salem - NC,0
2018,Winston-Salem - NC,0
2019,Winston-Salem - NC,0
2020,Winston-Salem - NC,0
2021,Winston-Salem - NC,0
2022,Winston-Salem - NC,0
2023,Winston-Salem - NC,0
2024,Winston-Salem - NC,0
2000,Worcester - MA,0
2001,Worcester - MA,0
2002,Worcester - MA,0
2003,Worcester - MA,0
2004,Worcester - MA,0
2005,Worcester - MA,0
2006,Worcester - MA,0
2007,Worcester - MA,0
2008,Worcester - MA,0
2009,Worcester - MA,0
2010,Worcester - MA,0
2011,Worcester - MA,0
2012,Worcester - MA,0
2013,Worcester - MA,0
2014,Worcester - MA,0
2015,Worcester - MA,0
2016,Worcester - MA,0
2017,Worcester - MA,0
2018,Worcester - MA,0
2019,Worcester - MA,0
2020,Worcester - MA,0
2021,Worcester - MA,0
2022,Worcester - MA,0
2023,Worcester - MA,0
2024,Worcester - MA,0
