rr_rent_growth_m2,rr_rent_growth_m1,rr_rent_growth_0,rr_rent_growth_p1,rr_rent_growth_p2,event,event_year,msa
-0.0020301910117268996,-0.027300378074869475,-0.01418653782457115,-0.02744944056030365,-0.0088050216436386,decrease,2016,Amarillo - TX
0.00012771273031829747,0.0068012755364179,-0.0007428862154483483,-0.006422382779419401,-0.027948071481659977,decrease,2013,Anchorage - AK
-0.006422382779419401,-0.027948071481659977,-0.08811394311487676,-0.01930649718269708,-0.014511864632368098,decrease,2016,Anchorage - AK
-0.027948071481659977,-0.08811394311487676,-0.01930649718269708,-0.014511864632368098,-0.010533794760704047,decrease,2017,Anchorage - AK
-0.08811394311487676,-0.01930649718269708,-0.014511864632368098,-0.010533794760704047,0.003374701365828549,decrease,2018,Anchorage - AK
-0.0057575069367885486,0.01464090310037135,0.02846393734216685,-0.0072610769420863,0.01138288527727125,decrease,2017,Ann Arbor - MI
0.01464090310037135,0.02846393734216685,-0.0072610769420863,0.01138288527727125,-0.02033386658877135,decrease,2018,Ann Arbor - MI
0.014201642945408849,0.015809020958840903,0.028507607057690655,0.013064166530966755,0.0038103889673948496,decrease,2015,Atlanta - GA
0.015809020958840903,0.028507607057690655,0.013064166530966755,0.0038103889673948496,0.018808986991643902,decrease,2016,Atlanta - GA
0.00516151450574405,-0.01179082412272691,-0.018910769373178447,-0.02249687747098504,-0.00635818950831895,decrease,2015,Atlantic City - NJ
-0.01179082412272691,-0.018910769373178447,-0.02249687747098504,-0.00635818950831895,0.0084615610539913,decrease,2016,Atlantic City - NJ
0.0021856492385267986,-0.014143547043204249,-0.01100452337414025,0.006878014653921148,-0.0013966299593448986,decrease,2016,Augusta - GA
-0.01100452337414025,0.006878014653921148,-0.0013966299593448986,0.016914207488298447,0.02048194222152235,decrease,2018,Augusta - GA
0.006614309735596199,0.015199443325400352,-0.010008564218878751,-0.01508206315338615,0.0085906721651554,decrease,2016,Austin - TX
0.015199443325400352,-0.010008564218878751,-0.01508206315338615,0.0085906721651554,0.011927187442779555,decrease,2017,Austin - TX
