rr_rent_growth_m2,rr_rent_growth_m1,rr_rent_growth_0,rr_rent_growth_p1,rr_rent_growth_p2,event,event_year,msa
-0.02278663334436713,0.02421386167407035,0.022456146776676098,0.01997672766447065,-0.018688743002712747,decrease,2018,San Angelo - TX
0.0004216618835926507,0.0010773995891212983,0.005451792851090452,-0.01075250934809445,-0.016578271053731462,decrease,2015,San Antonio - TX
0.0010773995891212983,0.005451792851090452,-0.01075250934809445,-0.016578271053731462,-0.0016448609530925994,decrease,2016,San Antonio - TX
0.005451792851090452,-0.01075250934809445,-0.016578271053731462,-0.0016448609530925994,0.0006197318434715549,decrease,2017,San Antonio - TX
-0.01075250934809445,-0.016578271053731462,-0.0016448609530925994,0.0006197318434715549,-0.01739500742405655,decrease,2018,San Antonio - TX
0.03001905046403415,0.013879379257559752,0.009570717811584452,0.0046159885823725995,0.001215025782585151,decrease,2017,San Diego - CA
0.013879379257559752,0.009570717811584452,0.0046159885823725995,0.001215025782585151,-0.00901017524302005,decrease,2018,San Diego - CA
0.03220468573272236,-0.030846416018903238,0.006164435297250748,0.007682222872972499,-0.009472357109189047,decrease,2017,San Jose - CA
0.026011010631918956,0.00386695377528665,0.007670570164918851,0.018343742936849605,0.00435221567749975,decrease,2017,Santa Barbara - CA
0.004447402432560954,0.0063932356424628994,0.0088339280337095,0.0019464809447527522,0.03576650749892,decrease,2012,Santa Cruz - CA
0.0019464809447527522,0.03576650749892,0.03853380493819716,0.022654285654425652,0.025202672928571652,decrease,2015,Santa Cruz - CA
0.022654285654425652,0.025202672928571652,0.0031362287700175996,0.0032097771763801505,-0.021944493986666147,decrease,2018,Santa Cruz - CA
0.0063849366270006015,0.00028160214424139546,0.009932801127433801,-0.006615599035285413,-0.00589999742805955,decrease,2007,Santa Fe - NM
0.009932801127433801,-0.006615599035285413,-0.00589999742805955,-0.0015483130700886267,0.00045671360567210023,decrease,2009,Santa Fe - NM
-0.02103635066305283,0.007428095676004899,0.01608494110405445,-0.01606319099664685,0.012617334723472547,decrease,2015,Santa Fe - NM
0.007428095676004899,0.01608494110405445,-0.01606319099664685,0.012617334723472547,0.0147001072764396,decrease,2016,Santa Fe - NM
0.01608494110405445,-0.01606319099664685,0.012617334723472547,0.0147001072764396,0.00898822396993635,decrease,2017,Santa Fe - NM
-0.01606319099664685,0.012617334723472547,0.0147001072764396,0.00898822396993635,-0.010675569996237751,decrease,2018,Santa Fe - NM
0.034776391461491654,0.0383683843538165,0.04164943657815456,0.016920128837227853,0.02989514172077175,decrease,2015,Santa Rosa - CA
0.04164943657815456,0.016920128837227853,0.02989514172077175,-0.02377970051020387,-0.02157917059957985,decrease,2017,Santa Rosa - CA
0.016920128837227853,0.02989514172077175,-0.02377970051020387,-0.02157917059957985,-0.013307400047779049,decrease,2018,Santa Rosa - CA
0.009179832413792652,0.018176699988544,0.010584356263279956,-0.01140680257230995,0.001449093222618051,decrease,2015,Sarasota - FL
0.018176699988544,0.010584356263279956,-0.01140680257230995,0.001449093222618051,0.0017763078212738002,decrease,2016,Sarasota - FL
0.010584356263279956,-0.01140680257230995,0.001449093222618051,0.0017763078212738002,-0.00819109380245205,decrease,2017,Sarasota - FL
-0.01140680257230995,0.001449093222618051,0.0017763078212738002,-0.00819109380245205,-0.01532312110066415,decrease,2018,Sarasota - FL
-0.021260405890643565,-0.01836111489683388,-0.00846066884696485,-0.009843267500400599,-0.01766366884112355,decrease,2017,Shreveport - LA
-0.005728220567107149,-0.020940680056810358,-0.017046459950506708,-0.02805457310751084,-0.00520292669534685,decrease,2017,Springfield - IL
0.004993267357349451,0.002036276273429399,-0.008224761113524447,0.0032001826912164515,-0.00570326671004295,decrease,2015,Springfield - MA
-0.0063101071864367,-0.007688172161579049,-0.006499327719211601,-0.004328226670622746,0.0031235720962286516,decrease,2014,Springfield - MO
-0.007688172161579049,-0.006499327719211601,-0.004328226670622746,0.0031235720962286516,-0.004581583663821252,decrease,2015,Springfield - MO
-0.006499327719211601,-0.004328226670622746,0.0031235720962286516,-0.004581583663821252,-0.0084275715053082,decrease,2016,Springfield - MO
0.002093807794153699,-0.0062497090548276485,-0.00597136467695235,0.00851478427648545,-0.0054756645113229994,decrease,2016,Springfield - OH
0.002527106553316151,-0.0018487004563211996,-0.007886987179517746,-0.010710380040109149,-0.007853131741285352,decrease,2015,Stamford - CT
-0.007886987179517746,-0.010710380040109149,-0.007853131741285352,-0.0082653872668743,-0.010905828326940547,decrease,2017,Stamford - CT
-0.0023234840482473495,0.021359272301197052,-0.0211383933201433,-0.024523751810193048,-0.01561344414949415,decrease,2018,State College - PA
-0.004068616777658449,-0.006310204043984401,-0.0032114572823047464,0.00099805556237695,-0.01415119506418705,decrease,2015,Syracuse - NY
-0.0032114572823047464,0.00099805556237695,-0.01415119506418705,-0.0087094120681286,-0.006698854267597247,decrease,2017,Syracuse - NY
0.00099805556237695,-0.01415119506418705,-0.0087094120681286,-0.006698854267597247,0.003711214289069148,decrease,2018,Syracuse - NY
0.0018044169992208516,-0.0032258788123727,0.0006491709500551501,-0.008404569700360251,-0.01615609321743255,decrease,2015,Trenton - NJ
-0.0032258788123727,0.0006491709500551501,-0.008404569700360251,-0.01615609321743255,-0.00025165453553200115,decrease,2016,Trenton - NJ
0.0006491709500551501,-0.008404569700360251,-0.01615609321743255,-0.00025165453553200115,0.006081860512495055,decrease,2017,Trenton - NJ
-0.008404569700360251,-0.01615609321743255,-0.00025165453553200115,0.006081860512495055,-0.006616333499550851,decrease,2018,Trenton - NJ
0.02055131085217005,0.01842637360095975,0.0289675444364547,0.02151817083358765,0.02945642732083795,decrease,2018,Tucson - AZ
0.009847011417150501,0.005351130384951781,0.018903987482190153,-0.000927977729588747,0.006198814604431401,decrease,2009,Tyler - TX
-0.0044281296432018,-0.0028253495693206475,-0.027304423274472342,0.0028863884508609494,0.016508147120475703,decrease,2016,Tyler - TX
-0.00036295317113394995,-0.0045093186199665,-0.010373493656516047,-0.0012884177267551509,-0.01016302779316905,decrease,2015,Utica - NY
-0.0045093186199665,-0.010373493656516047,-0.0012884177267551509,-0.01016302779316905,-0.014208272099495,decrease,2016,Utica - NY
-0.010373493656516047,-0.0012884177267551509,-0.01016302779316905,-0.014208272099495,-0.00529292039573195,decrease,2017,Utica - NY
-0.0012884177267551509,-0.01016302779316905,-0.014208272099495,-0.00529292039573195,-0.00853335857391355,decrease,2018,Utica - NY
0.016099428758025253,0.027916352264583104,0.034417426213622156,0.00964055024087435,0.013955209404230048,decrease,2015,Ventura - CA
-0.0011225882917642992,0.00979564897716045,-0.001776826567947901,0.008466975763440153,0.02064603753387925,decrease,2014,Visalia - CA
-0.002041805069893595,0.0006781299598514999,-0.0012880712747573991,-0.0032943617552518498,0.0071069831028580995,decrease,2012,Waco - TX
0.0071069831028580995,-0.008929925039410546,-0.001632209867238948,-0.005607519298791951,-0.0127074699848891,decrease,2016,Waco - TX
0.005816785618662855,-0.01267668046057225,-0.01356027554720645,-0.001767316833138497,-0.00322553887963295,decrease,2017,Washington - DC
-0.01267668046057225,-0.01356027554720645,-0.001767316833138497,-0.00322553887963295,-0.06463496200740336,decrease,2018,Washington - DC
-0.00967105478048325,-0.0144174164161086,-0.016615136526524944,0.0012250822037458507,-0.0066715702414512495,decrease,2015,Wausau - WI
-0.0144174164161086,-0.016615136526524944,0.0012250822037458507,-0.0066715702414512495,-0.0096638966351748,decrease,2016,Wausau - WI
-0.00011675804853434821,-0.01485062367282807,-0.0061358474195003475,-0.0178617564961314,-0.01471422147005795,decrease,2015,Wichita - KS
0.00741984322667125,-0.0017865365371108003,-0.003663558512926046,0.01571323536336425,0.0009017232805490494,decrease,2015,Winston-Salem - NC
-0.003663558512926046,0.01571323536336425,0.0009017232805490494,0.0184542760252952,0.009117715060710851,decrease,2017,Winston-Salem - NC
0.0007323753088713525,0.0113938553258777,0.011893210932612454,0.0017871204763651501,-0.006338659673929249,decrease,2015,Worcester - MA
0.0025590229779482512,-0.0058804973959923,0.01765177212655545,0.009900512173771855,-0.0023253783583641503,decrease,2015,Yakima - WA
0.009900512173771855,-0.0023253783583641503,0.0025822818279266045,-0.018992267549037947,0.00046099908649924887,decrease,2018,Yakima - WA
-0.007233846001326949,-0.005747804418206201,0.0014234688133001536,0.002554442733526247,0.008394654840230949,decrease,2015,York - PA
0.0014234688133001536,0.002554442733526247,0.008394654840230949,0.006798397749662403,-0.018992491066455848,decrease,2017,York - PA
-0.019198099151253756,-0.0004858374595642055,0.0009924662299454004,0.0023963004350662006,-0.002978505566716149,decrease,2011,Yuba City - CA
-0.024865523912012546,0.03514436073601246,0.00018146261572835054,-0.0062843430787324975,0.015949010848999055,decrease,2017,Yuma - AZ
