Period,Geography Name,Market Effective Rent/SF,Occupancy Rate,Inventory Units,Net Delivered Units 12 Mo,Population,Market Effective Rent Growth 12 Mo,Demand Units,Absorption %
2014,Lewiston - ID,1,0.973635256,499,0,62603.03125,0.015565493,485.8439941,0
2015,Lewiston - ID,1.02,0.973815024,499,0,62835.89063,0.025964092,485.9336853,0.002004
2016,Lewiston - ID,1.05,0.97448957,507,8,63285.38281,0.030051211,494.0661926,0.003944
2017,Lewiston - ID,1.1,0.981011033,507,0,63705.42188,0.044461131,497.3725891,-0.001972
2018,Lewiston - ID,1.14,0.981175125,507,0,63904.33984,0.035192132,497.4558105,-0.001972
2019,Lewiston - ID,1.16,0.908110142,662,155,64187.57813,0.013804896,601.1688843,0.021148
2020,Lewiston - ID,1.22,0.963159084,662,0,64588.36328,0.054410782,637.6113281,0.0287
2021,Lewiston - ID,1.35,0.976710439,662,0,65068.51953,0.096868545,646.5822754,-0.00151
2022,Lewiston - ID,1.36,0.97622025,662,0,65459.02344,0.012590585,646.2578125,-0.00151
2023,Lewiston - ID,1.38,0.960213125,662,0,65599.95313,0.010672827,635.6610718,-0.006042
2024,Lewiston - ID,1.48,0.95899272,662,0,65808.32031,0.047514275,634.8532104,0
2000,Lewiston-Auburn - ME,0.86,0.953631699,3422,12,104053.1016,,3263.327637,0
2001,Lewiston-Auburn - ME,0.89,0.953747571,3422,0,104540.2031,0.03565548,3263.724121,0
2002,Lewiston-Auburn - ME,0.89,0.951326847,3422,0,105436.5,0.006484678,3255.44043,-0.001461
2003,Lewiston-Auburn - ME,0.9,0.944322824,3422,0,106430.5,0.002395185,3231.472656,-0.001461
2004,Lewiston-Auburn - ME,0.9,0.944038033,3422,0,107079.2969,0.007589616,3230.498291,0.000876
2005,Lewiston-Auburn - ME,0.92,0.947354734,3422,0,107583.1016,0.017206982,3241.8479,0.001168
2006,Lewiston-Auburn - ME,0.95,0.952772439,3422,0,107977.6016,0.031113127,3260.387207,0.000876
2007,Lewiston-Auburn - ME,0.98,0.951730788,3422,0,107978,0.031980291,3256.822754,-0.000876
2008,Lewiston-Auburn - ME,0.98,0.940873861,3487,65,108267.8984,0.006800099,3280.827148,0.008603
2009,Lewiston-Auburn - ME,0.95,0.947825193,3487,0,107900.2969,-0.029595964,3305.066406,0.00086
2010,Lewiston-Auburn - ME,0.97,0.949955165,3487,0,107810.0938,0.015766632,3312.493652,0.000286
2011,Lewiston-Auburn - ME,0.98,0.951841712,3487,0,107930,0.01021017,3319.072021,0
2012,Lewiston-Auburn - ME,0.99,0.950629771,3487,0,108216.9063,0.012352876,3314.846191,0
2013,Lewiston-Auburn - ME,1.01,0.953023791,3487,0,108330.8984,0.016380662,3323.193848,0.000286
2014,Lewiston-Auburn - ME,0.99,0.94950825,3487,0,108663,-0.020999869,3310.935303,-0.000286
2015,Lewiston-Auburn - ME,0.98,0.961223364,3487,0,108780.5,-0.006688683,3351.785889,0.004588
2016,Lewiston-Auburn - ME,0.99,0.9724828,3487,0,109204.1016,0.010818251,3391.047607,-0.000286
2017,Lewiston-Auburn - ME,1.01,0.965957284,3549,62,109648.1016,0.021842308,3428.182373,0.007889
2018,Lewiston-Auburn - ME,1.01,0.953740001,3549,0,110335.4063,0.001611465,3384.823242,-0.005635
2019,Lewiston-Auburn - ME,1.03,0.949018836,3626,77,110912.8047,0.018823152,3441.142334,0.000551
2020,Lewiston-Auburn - ME,1.08,0.96079421,3679,53,111554.5,0.050057542,3534.761963,0.004892
2021,Lewiston-Auburn - ME,1.13,0.953017771,3679,0,112821.5,0.042663988,3506.152344,-0.007882
2022,Lewiston-Auburn - ME,1.26,0.940937817,3714,35,113344.8984,0.105507292,3494.643066,0.014539
2023,Lewiston-Auburn - ME,1.26,0.949766457,3834,120,113768.7969,0.00563536,3641.404541,0.011997
2024,Lewiston-Auburn - ME,1.31,0.961193502,3834,0,113579.5938,0.034851003,3685.216064,0.001564
2000,Lexington - KY,0.77,0.919786334,28805,841,411464.6875,,26494.44531,0.00427
2001,Lexington - KY,0.79,0.920733273,28993,188,415817.8125,0.023989351,26694.82031,0.003069
2002,Lexington - KY,0.78,0.918101728,29623,630,420490,-0.013675706,27196.92773,0.006751
2003,Lexington - KY,0.76,0.923920155,29701,78,426708.1875,-0.018893071,27441.35352,0.000673
2004,Lexington - KY,0.77,0.925397933,29841,140,432263.7813,0.000654438,27614.80078,0.000368
2005,Lexington - KY,0.77,0.930328786,30070,229,439446.5,0.01136735,27974.98633,0.000631
2006,Lexington - KY,0.82,0.921024859,30103,33,447687.5938,0.062767178,27725.61133,-0.004252
2007,Lexington - KY,0.84,0.900787234,30775,672,454564,0.024341164,27721.72656,-0.004354
2008,Lexington - KY,0.83,0.89754045,31255,480,462331.7813,-0.013066527,28052.62695,0.001599
2009,Lexington - KY,0.81,0.906585932,31840,585,469286.2813,-0.030141164,28865.69531,0.003831
2010,Lexington - KY,0.81,0.917405665,31952,112,475170.5,0.007573887,29312.94531,0.001815
2011,Lexington - KY,0.82,0.924016833,31710,-242,480804,0.008406105,29300.57422,0.000977
2012,Lexington - KY,0.83,0.922975659,32151,441,486901.2188,0.017645361,29674.58984,0.000093
2013,Lexington - KY,0.86,0.919218659,32399,248,491982.7813,0.025966002,29781.76563,-0.002808
2014,Lexington - KY,0.86,0.922152758,33091,692,496566.5,0.003937257,30514.95703,0.005107
2015,Lexington - KY,0.9,0.928631961,33854,763,501988.5,0.046254247,31437.9082,0.004903
2016,Lexington - KY,0.92,0.908233523,34676,822,506259.7813,0.022958618,31493.90625,0.002883
2017,Lexington - KY,0.93,0.903831005,35299,623,511059.8125,0.009004585,31904.33008,-0.003966
2018,Lexington - KY,0.95,0.910502017,36018,719,513508.4375,0.026529975,32794.46094,0.001249
2019,Lexington - KY,0.99,0.91727066,36390,372,515657.0938,0.037709091,33379.48047,-0.002253
2020,Lexington - KY,1.03,0.944778264,36801,411,517169.8125,0.041343994,34768.78516,0.002581
2021,Lexington - KY,1.14,0.952218831,37482,681,516761.4688,0.095938079,35691.06641,-0.003068
2022,Lexington - KY,1.21,0.926866889,37752,270,518253.1875,0.064054668,34991.07813,-0.007655
2023,Lexington - KY,1.26,0.927643895,39211,1459,521662.2813,0.043401521,36373.84375,-0.003799
2024,Lexington - KY,1.34,0.919177055,39982,771,527739.1875,0.053478554,36750.53516,0.0013
2000,Lima - OH,0.61,0.923900843,2217,0,108676,,2048.288086,-0.000451
2001,Lima - OH,0.63,0.921408832,2217,0,108604.2031,0.025117273,2042.763428,-0.000451
2002,Lima - OH,0.63,0.918775797,2217,0,108350.0938,0.005877575,2036.925903,-0.000902
2003,Lima - OH,0.63,0.913547516,2217,0,107379.7969,-0.003168918,2025.334961,-0.001353
2004,Lima - OH,0.63,0.910822511,2217,0,106925.6953,-0.000570026,2019.293457,-0.000451
2005,Lima - OH,0.64,0.915966153,2217,0,106910.3047,0.008562195,2030.697021,0.001353
2006,Lima - OH,0.65,0.924141109,2217,0,106809.0938,0.020841418,2048.820801,0.002255
2007,Lima - OH,0.67,0.930779457,2217,0,106832.6016,0.024260027,2063.538086,0.001804
2008,Lima - OH,0.68,0.939646363,2217,0,106805.2969,0.016051212,2083.196045,0.001804
2009,Lima - OH,0.66,0.935988069,2217,0,106572.6016,-0.020771511,2075.085449,-0.001353
2010,Lima - OH,0.66,0.935567558,2217,0,106348.2969,0.002375731,2074.15332,0.000451
2011,Lima - OH,0.67,0.942415118,2217,0,105934.7031,0.00734742,2089.334229,0.001804
2012,Lima - OH,0.68,0.945953786,2217,0,105390,0.01467484,2097.179688,0
2013,Lima - OH,0.69,0.939491868,2217,0,105219.2031,0.012072934,2082.853516,0
2014,Lima - OH,0.69,0.940617025,2217,0,104915.8984,0.001707466,2085.3479,0.000902
2015,Lima - OH,0.7,0.938928068,2217,0,104223.6016,0.022438902,2081.603516,-0.000902
2016,Lima - OH,0.71,0.948192656,2217,0,103741.3047,0.003256583,2102.143066,0.004961
2017,Lima - OH,0.73,0.951519608,2217,0,103221.6016,0.037355475,2109.519043,-0.002255
2018,Lima - OH,0.76,0.956798196,2365,148,102796,0.028433897,2262.827881,-0.000422
2019,Lima - OH,0.77,0.960973799,2365,0,102440.2969,0.017872304,2272.703125,-0.005073
2020,Lima - OH,0.79,0.970598042,2371,6,102030.7969,0.018741613,2301.287842,-0.00253
2021,Lima - OH,0.82,0.968284249,2404,33,101581.8047,0.047187962,2327.755371,0.004159
2022,Lima - OH,0.87,0.970153809,2454,50,101018.7969,0.04808199,2380.757324,0
2023,Lima - OH,0.91,0.96627605,2472,18,100838.5,0.051185608,2388.634521,0.001618
2024,Lima - OH,0.92,0.961043954,2471,-1,100899.5938,0.013806229,2375.700684,-0.002023
2000,Lincoln - NE,0.78,0.923942208,21130,408,269096.9063,,19522.89844,0.003833
2001,Lincoln - NE,0.8,0.925363481,21330,200,272377.5938,0.026199747,19738.00391,-0.00014
2002,Lincoln - NE,0.81,0.922478557,22282,952,276300.6875,0.004416745,20554.66797,-0.000089
2003,Lincoln - NE,0.81,0.918515921,22439,157,280123.9063,-0.002108071,20610.57813,-0.001247
2004,Lincoln - NE,0.81,0.912628949,22588,149,282933.8125,-0.000708194,20614.46289,0.00208
2005,Lincoln - NE,0.81,0.919465661,22588,0,286566.0938,0.009363033,20768.89063,0.001859
2006,Lincoln - NE,0.83,0.92807138,23257,669,290082.7813,0.019413931,21584.15625,0.00288
2007,Lincoln - NE,0.85,0.932011127,23977,720,293720.5,0.020937217,22346.83008,0.004045
2008,Lincoln - NE,0.86,0.945335448,23977,0,297369.1875,0.016713347,22666.30859,0.001626
2009,Lincoln - NE,0.84,0.941837132,23993,16,300746.625,-0.023169722,22597.49805,-0.001292
2010,Lincoln - NE,0.84,0.941443205,24176,183,304233.5,-0.00027862,22760.33008,0.000579
2011,Lincoln - NE,0.85,0.948738515,24176,0,308298.8125,0.010615663,22936.70117,0.001944
2012,Lincoln - NE,0.86,0.948266029,24496,320,312453.7813,0.013968757,23228.72461,0.003306
2013,Lincoln - NE,0.88,0.948364258,25040,544,316997.1875,0.018518329,23747.04102,0.002635
2014,Lincoln - NE,0.89,0.954949021,25342,302,322383,0.017048607,24200.31836,0.010733
2015,Lincoln - NE,0.92,0.951669395,26419,1077,326309.375,0.028058844,25142.1543,0.004125
2016,Lincoln - NE,0.94,0.944401383,27234,815,330677,0.023522329,25719.82813,-0.002643
2017,Lincoln - NE,0.96,0.953165233,27879,645,334098.2188,0.018138394,26573.29492,0.004698
2018,Lincoln - NE,0.98,0.945465028,28385,506,336708.4063,0.023606608,26837.02539,0.003064
2019,Lincoln - NE,1.02,0.946187019,28840,455,339016.2188,0.03633615,27288.0332,0.002565
2020,Lincoln - NE,1.03,0.950466156,29560,720,340797.5,0.011989736,28095.7793,0.013531
2021,Lincoln - NE,1.1,0.967826068,29865,305,341132.5938,0.073315211,28904.12695,0.002645
2022,Lincoln - NE,1.17,0.958085597,30552,687,342595.3125,0.060615893,29271.43164,0.002323
2023,Lincoln - NE,1.22,0.926766336,32079,1527,345862.7813,0.036892679,29729.73828,0.008603
2024,Lincoln - NE,1.26,0.929492116,33331,1252,351910.0938,0.034361213,30981.83203,0.00645
2000,Little Rock - AR,0.75,0.902177691,28020,972,614351.0625,,25279.01758,0.005817
2001,Little Rock - AR,0.77,0.908166468,28418,398,620107,0.024875257,25808.27344,0.000563
2002,Little Rock - AR,0.76,0.907174349,29988,1570,626502,-0.014477491,27204.34375,0.001734
2003,Little Rock - AR,0.75,0.911260009,30926,938,633811.375,-0.018476879,28181.62695,0.000517
2004,Little Rock - AR,0.75,0.910432577,31496,570,642410.8125,0.000534548,28674.98438,0.001555
2005,Little Rock - AR,0.76,0.915145278,32501,1005,652540,0.011575781,29743.13672,0.008676
2006,Little Rock - AR,0.8,0.915730655,35047,2546,664727.5,0.061899263,32093.61133,0.002482
2007,Little Rock - AR,0.83,0.907482326,35487,440,674694.6875,0.028848048,32203.82617,-0.002958
2008,Little Rock - AR,0.81,0.901780486,37112,1625,685007.8125,-0.017639803,33466.87891,0.006359
2009,Little Rock - AR,0.79,0.907962441,38162,1050,695151.6875,-0.030914806,34649.66406,0.003747
2010,Little Rock - AR,0.79,0.916105151,39309,1147,705125.1875,0.007978664,36011.17969,0.002849
2011,Little Rock - AR,0.8,0.916347504,40146,837,713695.375,0.008071927,36787.6875,0.00132
2012,Little Rock - AR,0.81,0.913464785,41063,917,720922.625,0.010372065,37509.60547,0.001753
2013,Little Rock - AR,0.81,0.901804924,42728,1665,726645.6875,0.006403883,38532.32031,0.004891
2014,Little Rock - AR,0.82,0.907137215,43352,624,731466,0.009713558,39326.21484,-0.002721
2015,Little Rock - AR,0.84,0.919366717,43724,372,734322.0625,0.019987341,40198.39063,0.001006
2016,Little Rock - AR,0.85,0.903060555,45204,1480,737622.8125,0.018087536,40821.94922,-0.001836
2017,Little Rock - AR,0.86,0.901792169,46725,1521,741077,0.012425093,42136.23828,-0.004922
2018,Little Rock - AR,0.88,0.899926782,47303,578,743559.5625,0.020875834,42569.23828,0.00687
2019,Little Rock - AR,0.91,0.917449415,47437,134,746181,0.031214574,43521.04688,0.001159
2020,Little Rock - AR,0.94,0.931515098,49448,2011,749673.5,0.035121683,46061.55859,0.011325
2021,Little Rock - AR,1.01,0.9454602,50248,800,753206,0.068521105,47507.48438,0.00386
2022,Little Rock - AR,1.07,0.918364584,50600,352,759236,0.062810041,46469.25,-0.010355
2023,Little Rock - AR,1.1,0.898923874,50904,304,765038.5,0.030889686,45758.82422,-0.002121
2024,Little Rock - AR,1.13,0.877452075,52643,1739,768246.875,0.019466609,46191.71094,0.002032
2000,Logan - UT,0.75,0.948513031,715,0,103580.3984,,678.1868286,0
2001,Logan - UT,0.75,0.878614962,955,240,105095.2969,0.002303209,839.0772705,0.063874
2002,Logan - UT,0.77,0.935016632,955,0,107696.1953,0.022802142,892.940918,0.003141
2003,Logan - UT,0.76,0.939316332,955,0,109429.3984,-0.006988287,897.0471191,-0.001047
2004,Logan - UT,0.76,0.952322543,1328,373,111349.4063,-0.005428466,1264.684326,0.000753
2005,Logan - UT,0.77,0.960561395,1416,88,112855.6016,0.018735474,1360.154907,0.002118
2006,Logan - UT,0.8,0.930861592,1529,113,114065.2031,0.030282462,1423.287354,0.036625
2007,Logan - UT,0.83,0.963493824,1703,174,116885.5,0.048608772,1640.829956,0.002935
2008,Logan - UT,0.85,0.968485713,1703,0,120415.8047,0.014290511,1649.331177,-0.001174
2009,Logan - UT,0.81,0.961003006,1735,32,123943.1016,-0.037347391,1667.34021,-0.001729
2010,Logan - UT,0.82,0.963006318,1735,0,126723.7969,0.001574867,1670.81604,0
2011,Logan - UT,0.83,0.961005151,1735,0,128450.8984,0.011670565,1667.343872,-0.000576
2012,Logan - UT,0.82,0.864864647,2268,533,129957.9922,-0.00268987,1961.512939,0.010141
2013,Logan - UT,0.86,0.926782966,2268,0,131417.0938,0.042688757,2101.943604,0.005291
2014,Logan - UT,0.87,0.955382884,2268,0,133001.9063,0.013641411,2166.80835,0.007936
2015,Logan - UT,0.9,0.95290035,2423,155,135473.5,0.037239242,2308.877441,0.009079
2016,Logan - UT,0.94,0.964128375,2525,102,138604.4063,0.043952081,2434.424316,0.004752
2017,Logan - UT,0.98,0.972553551,2839,314,141234.5,0.034050733,2761.07959,-0.000352
2018,Logan - UT,1.01,0.946983397,2934,95,143821.2969,0.037886173,2778.449219,-0.007498
2019,Logan - UT,1.04,0.943921268,2934,0,146137.0938,0.029064711,2769.465088,0.017723
2020,Logan - UT,1.12,0.974588335,3114,180,148953.7031,0.074526384,3034.86792,0.023442
2021,Logan - UT,1.24,0.982894063,3114,0,152879,0.109926157,3060.732178,0
2022,Logan - UT,1.35,0.980198741,3556,442,155937.1875,0.08477211,3485.58667,-0.001687
2023,Logan - UT,1.34,0.922676265,3672,116,158170.8125,-0.00810924,3388.067383,-0.014705
2024,Logan - UT,1.38,0.941798449,3688,16,159379.3906,0.028102813,3473.352539,0.002169
2000,Long Island - NY,1.93,0.96506691,42721,696,2768124,,41228.62109,0.000046
2001,Long Island - NY,1.97,0.961289942,43235,514,2785876,0.020075776,41561.37109,0.00377
2002,Long Island - NY,1.99,0.961776137,44321,1086,2802661,0.011045631,42626.87891,-0.000947
2003,Long Island - NY,2.02,0.954264402,44489,168,2814880,0.012553117,42454.26953,-0.000516
2004,Long Island - NY,2.03,0.951589763,45227,738,2817031,0.00559776,43037.55078,0.000641
2005,Long Island - NY,2.06,0.954696476,45394,167,2809885,0.013614031,43337.49219,0.001916
2006,Long Island - NY,2.11,0.950001001,46207,813,2802161,0.023971688,43896.69531,0.008115
2007,Long Island - NY,2.17,0.956567705,46238,31,2801980,0.029048331,44229.77734,0.001102
2008,Long Island - NY,2.18,0.959934413,46713,475,2811362,0.00427416,44841.41406,-0.000064
2009,Long Island - NY,2.05,0.961970747,46913,200,2826079,-0.060107008,45128.93359,0.000426
2010,Long Island - NY,2.05,0.965643227,46913,0,2840558,0.003222254,45301.22266,0.001087
2011,Long Island - NY,2.07,0.967378557,46920,7,2850128,0.008373609,45389.40234,-0.000085
2012,Long Island - NY,2.11,0.96508348,47493,573,2859580,0.01611907,45834.70703,0.006948
2013,Long Island - NY,2.17,0.966272593,47493,0,2868539,0.028821668,45891.18359,-0.001347
2014,Long Island - NY,2.22,0.962958872,48222,729,2877275,0.024589544,46435.80078,0.005329
2015,Long Island - NY,2.33,0.969996333,48603,381,2885507,0.048176751,47144.73438,0.0043
2016,Long Island - NY,2.39,0.967848301,49960,1357,2893845,0.024794413,48353.70313,0.00028
2017,Long Island - NY,2.46,0.972675323,50475,515,2902319,0.031262353,49095.78516,0.002872
2018,Long Island - NY,2.56,0.976334631,51481,1006,2910447,0.040039405,50262.68359,0.00235
2019,Long Island - NY,2.64,0.960465848,52764,1283,2918040,0.030078726,50678.01953,0.0047
2020,Long Island - NY,2.73,0.956459463,54232,1468,2915567,0.033978712,51870.71094,0.010879
2021,Long Island - NY,2.93,0.973003626,54893,661,2921660,0.074546523,53411.08984,0.003716
2022,Long Island - NY,3.07,0.958562553,56123,1230,2910784,0.046140991,53797.40625,0.00073
2023,Long Island - NY,3.11,0.941657245,57958,1835,2906229,0.013179516,54576.57031,0.004658
2024,Long Island - NY,3.18,0.944029212,59009,1051,2907778,0.016580071,55706.21875,0.000711
2000,Longview - TX,0.68,0.931362748,6812,156,194613.5,,6344.443359,0
2001,Longview - TX,0.7,0.921689808,6812,0,196117,0.0298924,6278.550781,-0.003523
2002,Longview - TX,0.7,0.906656802,6812,0,198395.4063,0.00059463,6176.145996,-0.001321
2003,Longview - TX,0.7,0.919969082,6822,10,200172.6094,-0.001749581,6276.029297,0.003224
2004,Longview - TX,0.71,0.918733597,6822,0,201860.3906,0.011587415,6267.600586,-0.000439
2005,Longview - TX,0.72,0.932529032,6822,0,203843.9063,0.017790085,6361.712891,0.006009
2006,Longview - TX,0.74,0.945935547,6822,0,206285.4063,0.034736305,6453.172363,0.002198
2007,Longview - TX,0.78,0.940894008,7038,216,208572.6875,0.04451545,6622.011719,0.002415
2008,Longview - TX,0.81,0.94333905,7038,0,211013.5,0.03908943,6639.220215,-0.002841
2009,Longview - TX,0.8,0.922569335,7038,0,213719.1875,-0.011311936,6493.042969,-0.003978
2010,Longview - TX,0.81,0.925306797,7120,82,215174,0.010233865,6588.18457,0.000702
2011,Longview - TX,0.82,0.91242516,7348,228,216114.2969,0.011316018,6704.5,0.000408
2012,Longview - TX,0.84,0.920528948,7348,0,216289.2031,0.028190412,6764.046387,0.002585
2013,Longview - TX,0.85,0.908577383,7364,16,215698.5938,0.015141152,6690.763672,-0.00611
2014,Longview - TX,0.87,0.907756567,7396,32,215747.7031,0.021790991,6713.767578,0.000135
2015,Longview - TX,0.86,0.892166972,7941,545,215697.5938,-0.010402051,7084.697754,-0.002896
2016,Longview - TX,0.85,0.871170878,8006,65,215595.5,-0.008322807,6974.594238,-0.007119
2017,Longview - TX,0.87,0.909986794,8006,0,216139.0938,0.022507966,7285.354492,-0.000749
2018,Longview - TX,0.92,0.90949744,8024,18,216459.5,0.052992333,7297.807617,-0.007976
2019,Longview - TX,0.95,0.902869403,8098,74,217261,0.036568649,7311.436523,0.000987
2020,Longview - TX,0.98,0.905769706,8358,260,217807.6875,0.028617654,7570.42334,0.009093
2021,Longview - TX,1.06,0.941802382,8402,44,219063.7031,0.077338658,7913.023438,0.002856
2022,Longview - TX,1.14,0.914769769,8402,0,221113.0938,0.07546483,7685.895508,-0.008688
2023,Longview - TX,1.15,0.889830887,8674,272,222578,0.011740088,7718.393066,0.001268
2024,Longview - TX,1.17,0.880559921,8674,0,222020.9063,0.015779333,7637.977051,-0.00023
2000,Longview - WA,0.85,0.957818806,2586,8,93228.75,,2476.919434,0
2001,Longview - WA,0.89,0.946093857,2688,102,93858.54688,0.048117377,2543.100342,-0.002604
2002,Longview - WA,0.88,0.938026905,2688,0,94466.16406,-0.014001719,2521.41626,-0.001116
2003,Longview - WA,0.86,0.935063541,2688,0,94869.23438,-0.020211846,2513.450684,-0.001488
2004,Longview - WA,0.87,0.93304801,2688,0,95871.26563,0.004511598,2508.032959,0.000744
2005,Longview - WA,0.9,0.938667774,2688,0,97270.35938,0.042207789,2523.138916,0.00186
2006,Longview - WA,0.96,0.941405356,2739,51,99644.14844,0.062297124,2578.509277,0.00146
2007,Longview - WA,1.01,0.944314778,2739,0,101076.2031,0.048845906,2586.478027,0.000365
2008,Longview - WA,1.02,0.938449204,2834,95,101889.1016,0.008931699,2659.564941,-0.002822
2009,Longview - WA,0.96,0.931418955,2834,0,102278.6016,-0.057264309,2639.641357,0
2010,Longview - WA,0.97,0.935409606,2834,0,102427.6953,0.006700686,2650.950684,0.000705
2011,Longview - WA,0.98,0.933636725,2834,0,102223.1953,0.01099341,2645.926514,-0.001411
2012,Longview - WA,1,0.933106303,2834,0,101695.7969,0.022626994,2644.42334,0.001411
2013,Longview - WA,1.03,0.934310257,2834,0,101607.5938,0.027671237,2647.835205,0.001058
2014,Longview - WA,1.05,0.935888827,2834,0,102121.5938,0.024417771,2652.309082,0.001058
2015,Longview - WA,1.12,0.952673674,2834,0,103400.2969,0.059198909,2699.877197,0.002117
2016,Longview - WA,1.19,0.958205819,2834,0,105141.2969,0.059922557,2715.55542,0.001058
2017,Longview - WA,1.24,0.958975613,2834,0,107061.3984,0.046688732,2717.736816,0
2018,Longview - WA,1.29,0.961364806,2834,0,108806.7031,0.038064927,2724.507813,0.000352
2019,Longview - WA,1.35,0.96269244,2834,0,110266.1016,0.043958645,2728.270264,0.000705
2020,Longview - WA,1.37,0.961498857,2834,0,111172,0.016380923,2724.887695,0.005645
2021,Longview - WA,1.42,0.968431175,2834,0,111746.2969,0.03018493,2744.533936,0.005645
2022,Longview - WA,1.47,0.980178595,2834,0,112249,0.037871532,2777.826172,0.00247
2023,Longview - WA,1.52,0.95714879,3096,262,113030.7969,0.029536419,2963.332764,-0.003229
2024,Longview - WA,1.55,0.965631485,3096,0,113618.2031,0.018525669,2989.595215,-0.001614
2000,Los Angeles - CA,1.67,0.967146397,895597,2128,9569261,,866173.4375,-0.000212
2001,Los Angeles - CA,1.77,0.957168341,900636,5039,9653336,0.056334753,862060.25,-0.002142
2002,Los Angeles - CA,1.79,0.951262295,904576,3940,9730843,0.015823407,860489.0625,0.000042
2003,Los Angeles - CA,1.8,0.951726019,907975,3399,9783676,0.003512053,864143.4375,0.000332
2004,Los Angeles - CA,1.84,0.951310813,912554,4579,9799874,0.021931246,868122.5,0.002477
2005,Los Angeles - CA,1.95,0.957410693,916126,3572,9782099,0.057838961,877108.8125,0.002001
2006,Los Angeles - CA,2.07,0.960672677,919721,3594,9737023,0.059619088,883550.8125,0.001833
2007,Los Angeles - CA,2.15,0.958168566,924385,4664,9718303,0.041943341,885716.625,-0.000516
2008,Los Angeles - CA,2.18,0.950335622,931266,6879,9756984,0.012094039,885015.25,-0.001525
2009,Los Angeles - CA,2.03,0.947146952,934881,3615,9805030,-0.069707759,885469.6875,0.000974
2010,Los Angeles - CA,2.01,0.94920063,937357,2475,9844686,-0.009222299,889739.875,0.001444
2011,Los Angeles - CA,2.03,0.951943278,937316,-41,9906331,0.012711748,892271.625,0.000323
2012,Los Angeles - CA,2.07,0.954475522,938262,946,9972667,0.01954649,895548.125,0.001454
2013,Los Angeles - CA,2.13,0.956770599,941378,3116,10031700,0.026078565,900682.8125,0.000799
2014,Los Angeles - CA,2.19,0.957300961,948380,7002,10084120,0.030405352,907885.0625,0.001
2015,Los Angeles - CA,2.31,0.958408952,956151,7771,10124110,0.05219505,916383.6875,0.002783
2016,Los Angeles - CA,2.4,0.954562008,966653,10502,10139830,0.036458809,922730.25,0.00158
2017,Los Angeles - CA,2.47,0.956666052,970809,4156,10132360,0.030717062,928740,0.000828
2018,Los Angeles - CA,2.55,0.954488695,980282,9472,10098010,0.03054638,935668.0625,0.000806
2019,Los Angeles - CA,2.61,0.949814439,990685,10403,10046150,0.02360199,940955.5,-0.000028
2020,Los Angeles - CA,2.57,0.940189004,1002131,11445,9946105,-0.013976,942181.25,0.003621
2021,Los Angeles - CA,2.75,0.959893286,1013466,11335,9784108,0.067312904,972807.6875,0.004804
2022,Los Angeles - CA,2.84,0.955143571,1023025,9458,9704366,0.030971538,977124.3125,-0.000313
2023,Los Angeles - CA,2.84,0.948857963,1034234,11209,9663807,0.001420955,981329.8125,0.0007
2024,Los Angeles - CA,2.9,0.945679486,1041693,7459,9683751,0.012344803,985107.75,0.001409
2000,Louisville - KY,0.79,0.924683094,61832,2536,1127188,,57175.00391,0.003072
2001,Louisville - KY,0.81,0.927624881,63048,1216,1135085,0.023672558,58484.89063,0.000713
2002,Louisville - KY,0.8,0.926940858,63646,598,1144274,-0.013107573,58996.07813,0.002231
2003,Louisville - KY,0.78,0.927450716,64174,528,1155456,-0.020529883,59518.22266,0.00134
2004,Louisville - KY,0.78,0.927901745,65024,850,1165585,0.000269401,60335.88281,0.00266
2005,Louisville - KY,0.79,0.936836183,65397,373,1177198,0.011263433,61266.27734,0.001972
2006,Louisville - KY,0.84,0.93059057,65775,378,1192109,0.063002191,61209.59766,-0.00269
2007,Louisville - KY,0.86,0.914579391,66556,781,1207402,0.024847712,60870.74609,0.000616
2008,Louisville - KY,0.85,0.913177788,67161,605,1220729,-0.012879114,61329.93359,0.000208
2009,Louisville - KY,0.82,0.917195082,67934,773,1231529,-0.031757277,62308.73047,0.004651
2010,Louisville - KY,0.83,0.928897023,67925,-9,1240954,0.009179401,63095.33203,0.002149
2011,Louisville - KY,0.84,0.929485202,68077,152,1250402,0.00856577,63276.56641,0.001131
2012,Louisville - KY,0.86,0.935487211,68466,389,1261859,0.026503164,64049.07031,0.001752
2013,Louisville - KY,0.88,0.928758681,69501,1035,1274511,0.023090743,64549.65625,-0.002158
2014,Louisville - KY,0.89,0.927290678,71112,1611,1283538,0.011968209,65941.49219,0.001518
2015,Louisville - KY,0.91,0.93355155,72929,1817,1291807,0.028021678,68082.98438,0.003853
2016,Louisville - KY,0.94,0.929069638,74474,1545,1299788,0.026846871,69191.53125,-0.00102
2017,Louisville - KY,0.95,0.923864841,75528,1054,1307290,0.016729597,69777.66406,-0.001707
2018,Louisville - KY,0.98,0.919905543,78394,2866,1311266,0.028905377,72115.07813,0.008648
2019,Louisville - KY,1.01,0.916374147,80492,2098,1316087,0.032318085,73760.78906,0.000223
2020,Louisville - KY,1.03,0.921987414,83066,2574,1318412,0.019729862,76585.80469,0.006115
2021,Louisville - KY,1.11,0.943573236,85258,2192,1316707,0.072389483,80447.16406,0.00326
2022,Louisville - KY,1.17,0.928013623,88084,2826,1317783,0.054342259,81743.14844,0.001328
