year,msa,RDI,RDI_trailing,real_relative_rent_growth,rrg_5yr_fwd,rrrg_5yr_fwd,RDI_move
2011,Corpus Christi - TX,2.5,3.0,0.0014160252176225983,0.06302597337961209,0.016826776787638803,0.5
2010,Corpus Christi - TX,3.0,2.5,-0.005527388653717935,0.06647464629262699,0.0547127812169494,-0.5
2009,Corpus Christi - TX,2.5,2.5,-0.00302276946604255,0.02622982019092897,0.05419151589740076,0.0
2008,Corpus Christi - TX,2.5,2.5,0.002515732776373604,-0.01707042990718033,0.03946599096525461,0.0
2007,Corpus Christi - TX,2.5,2.5,0.013825817964971098,-0.07754902215395122,0.014624974341131716,0.0
2006,Corpus Christi - TX,2.5,2.5,0.0009788610041141024,-0.07853572730813173,0.009207417839206816,0.0
2018,Columbus - OH,2.5,2.5,-0.006872519850730896,0.022081409439444602,-0.006017450243234605,0.0
2017,Columbus - OH,2.5,2.5,0.007996786385774602,0.042641067743301404,-0.014151742681860901,0.0
2016,Columbus - OH,2.5,2.5,0.007082682102918602,0.0769182867109775,-0.015246307477354998,0.0
2015,Columbus - OH,2.5,2.5,0.0028388239443303057,0.0720852981209754,0.010356759652495409,0.0
2014,Columbus - OH,2.5,2.5,-0.003284592181444201,0.08418857264518731,0.011045772582292616,0.0
2013,Columbus - OH,2.5,2.5,-0.005367148667573901,0.0651108093559741,0.007761180400848415,0.0
2012,Columbus - OH,2.5,2.5,0.00297268666327,0.0636079289168119,0.00926655158400541,0.0
2011,Columbus - OH,2.5,2.5,0.001893208827823397,0.0504416484534741,0.004242451861500808,0.0
2010,Columbus - OH,2.5,2.5,0.003053542459383605,0.010814843662083195,-0.0009470214135943976,0.0
2009,Columbus - OH,2.5,2.5,0.02772957179695366,-0.028693998605012885,-0.0007323028985410981,0.0
2008,Columbus - OH,2.5,2.5,0.011480060871690505,-0.026254559792578177,0.03028186107985676,0.0
2007,Columbus - OH,2.5,2.5,-0.0009457645937800008,-0.045044925875961775,0.047129070619121166,0.0
2006,Columbus - OH,2.5,2.5,-0.018472865223884596,-0.044532525785267375,0.04321061936207117,0.0
2016,Columbia - MO,2.5,2.0,-0.0235595388803631,0.029338622672483314,-0.06282597151584919,-0.5
2015,Columbia - MO,2.0,2.0,-0.014020020142197599,-0.012269688781350884,-0.07399822724983089,0.0
2014,Columbia - MO,2.0,2.5,-0.004863380454480601,-0.00027009653672578626,-0.07341289659962048,0.5
2013,Columbia - MO,2.5,2.5,-0.004085842519998599,-0.024690379668027194,-0.08204000862315289,0.0
2012,Columbia - MO,2.5,2.5,0.00024126842617979913,-0.0013664855007083,-0.055707862833514796,0.0
2011,Columbia - MO,2.5,2.5,-0.001529096160083978,-0.00008831697888680122,-0.0462875135708601,0.0
2010,Columbia - MO,2.5,2.5,-0.0027044953312724863,-0.01249520577490338,-0.02425707085058098,0.0
2009,Columbia - MO,2.5,2.5,0.01030756719410415,-0.04090324174612765,-0.012941546039655865,0.0
2008,Columbia - MO,2.5,2.5,0.0074194516055286035,-0.05430701926350605,0.0022294016089288854,0.0
2007,Columbia - MO,2.5,2.0,-0.009940686635673,-0.07843930076062686,0.013734695734456088,-0.5
2006,Columbia - MO,2.0,2.0,-0.0160971190780401,-0.08419040447473525,0.0035527406726032894,0.0
2018,Colorado Springs - CO,2.5,2.5,0.011639606207609204,0.02491514649987219,-0.0031837131828070103,0.0
2017,Colorado Springs - CO,2.5,2.5,0.0174965113401413,0.1019571850597858,0.0451643746346235,0.0
2016,Colorado Springs - CO,2.5,2.5,0.035092398524284404,0.15806664291024197,0.0659020487219095,0.0
2015,Colorado Springs - CO,2.5,2.5,0.023566976189613405,0.1579773756563663,0.09624883718788631,0.0
2014,Colorado Springs - CO,2.5,2.5,0.016661096364259696,0.18454679432511328,0.11140399426221861,0.0
2013,Colorado Springs - CO,2.5,2.5,0.012452675029635398,0.1618062175810337,0.10445658862590801,0.0
2012,Colorado Springs - CO,2.5,2.5,0.0112508982419967,0.15961103478074068,0.1052696574479342,0.0
2011,Colorado Springs - CO,2.5,2.5,0.0119616729207337,0.1452232409417629,0.0990240443497896,0.0
2010,Colorado Springs - CO,2.5,2.5,0.006053126649931085,0.08765518382191649,0.07589331874623889,0.0
2009,Colorado Springs - CO,2.5,2.5,-0.0028530601412058466,0.03041777350008479,0.05837946920655658,0.0
2008,Colorado Springs - CO,2.5,2.5,-0.004855988547205925,-0.017671108171343902,0.03886531270109104,0.0
2007,Colorado Springs - CO,2.5,2.5,0.005260030739009399,-0.07061734737083322,0.021556649124249712,0.0
2006,Colorado Springs - CO,2.5,2.5,-0.014916980639100099,-0.07217736352607612,0.015565781621262414,0.0
2018,College Station-Bryan - TX,2.5,3.0,-0.013675995171070095,-0.005179952040314798,-0.033278811722994,0.5
2017,College Station-Bryan - TX,3.0,2.5,-0.0381883420050144,-0.025362931326031797,-0.08215574175119411,-0.5
2016,College Station-Bryan - TX,2.5,2.5,-0.0081435143947601,-0.032550711676478494,-0.124715305864811,0.0
2015,College Station-Bryan - TX,2.5,2.5,0.0086472667753697,-0.038242782011628194,-0.09997132048010819,0.0
2014,College Station-Bryan - TX,2.5,2.5,0.013038352131843598,0.002682184383273091,-0.0704606156796216,0.0
2013,College Station-Bryan - TX,2.5,2.5,-0.002052132040262198,0.01902739629149439,-0.0383222326636313,0.0
2012,College Station-Bryan - TX,2.5,2.5,-0.0016265371814371005,0.02764300779998309,-0.0266983695328234,0.0
2011,College Station-Bryan - TX,2.5,2.5,-0.0029965625144540917,0.05606263188272719,0.009863435290753899,0.0
2010,College Station-Bryan - TX,2.5,2.5,-0.0043942797929048556,0.026772252246737502,0.015010387171059908,0.0
2009,College Station-Bryan - TX,2.5,2.5,-0.0042214449495077515,-0.025992855103686433,0.0019688406027853524,0.0
2008,College Station-Bryan - TX,2.5,2.5,0.004452581983059603,-0.07182737735100093,-0.015290956478565997,0.0
2007,College Station-Bryan - TX,2.5,2.5,0.008779386989772297,-0.10096023895032713,-0.008786242455244196,0.0
2006,College Station-Bryan - TX,2.5,2.5,0.002196107059717199,-0.08612346343137334,0.0016196817159652016,0.0
2018,Cleveland - OH,2.0,2.0,-0.0019354950636624978,-0.006806689456105304,-0.03490554913878451,0.0
2017,Cleveland - OH,2.0,2.0,-0.011067505925893699,0.015862328797578797,-0.04093048162758351,0.0
2016,Cleveland - OH,2.0,2.0,-0.0086875036358833,0.039411777138710094,-0.05275281704962241,0.0
2015,Cleveland - OH,2.0,2.0,-0.0006838738918303958,0.024689554691314796,-0.037038983777165205,0.0
2014,Cleveland - OH,2.0,2.0,-0.006365387700498101,0.048022353604436,-0.025120446458458696,0.0
2013,Cleveland - OH,2.0,2.0,-0.0038634985685348996,0.028609862737357702,-0.02873976621776799,0.0
2012,Cleveland - OH,2.0,2.0,-0.0029190937057137992,0.023673607610166104,-0.030667769722640393,0.0
2011,Cleveland - OH,2.0,2.5,-0.0006405846215784029,0.0236798390895128,-0.022519357502460494,0.5
2010,Cleveland - OH,2.5,2.5,-0.007506299880333248,-0.0027105734124780005,-0.014472438488155596,0.0
2009,Cleveland - OH,2.5,2.0,0.01160773262381555,-0.04925656018313024,-0.02129486447665845,-0.5
2008,Cleveland - OH,2.0,2.0,0.0007670032791793346,-0.05985816502477974,-0.003321744152344798,0.0
2007,Cleveland - OH,2.0,2.0,-0.015220170840621,-0.0908652387997135,0.0013087576953694363,0.0
2006,Cleveland - OH,2.0,2.5,-0.0188018064945936,-0.0987354645868763,-0.010992319439537764,0.5
2018,Clarksville - TN,2.5,3.0,0.005407035350799602,0.020664690852165192,-0.00743416883051402,0.5
2017,Clarksville - TN,3.0,3.0,0.022100418806076102,0.06021793918311599,0.003425128757953682,0.0
2016,Clarksville - TN,3.0,3.0,-0.021189126651734107,0.1377325220704079,0.045567927882075386,0.0
2015,Clarksville - TN,3.0,3.0,-0.025397978257387828,0.08664702250435949,0.024918484035879485,0.0
2014,Clarksville - TN,3.0,3.0,-0.019725112244486802,0.06400564736872916,-0.00913715269416554,0.0
2013,Clarksville - TN,3.0,3.0,-0.006227554753422699,0.01854486595839266,-0.038804762996733036,0.0
2012,Clarksville - TN,3.0,3.0,-0.0047299414873124,0.0039020242318511637,-0.050439353100955334,0.0
2011,Clarksville - TN,3.0,3.0,-0.0024945395998656403,-0.031070516802370537,-0.07726971339434384,0.0
2010,Clarksville - TN,3.0,3.0,0.005244382889941284,-0.04681326126679777,-0.05857512634247537,0.0
2009,Clarksville - TN,3.0,3.0,-0.005217963829636546,-0.05589446090161804,-0.027932765195146262,0.0
2008,Clarksville - TN,3.0,3.0,-0.0235453951172531,-0.06996203765273093,-0.013425616780296006,0.0
2007,Clarksville - TN,3.0,2.5,-0.003679147921502599,-0.12291745363920933,-0.030743457144126407,-0.5
2006,Clarksville - TN,2.5,3.0,0.025350101292133297,-0.11743580872565514,-0.029692663578316604,0.5
2018,Cincinnati - OH,2.5,2.5,0.0025761388242245,0.0442362435609102,0.016137383878230986,0.0
2017,Cincinnati - OH,2.5,2.5,-0.0006344895809887972,0.061665549740195294,0.0048727393150329885,0.0
2016,Cincinnati - OH,2.5,2.5,-0.0017647687345743006,0.0770707777440549,-0.015093816444277612,0.0
2015,Cincinnati - OH,2.5,2.5,0.0,0.0580581589490176,-0.0036703795194624033,0.0
2014,Cincinnati - OH,2.5,2.5,-0.002459048293530901,0.07421728926897049,0.0010744892060757984,0.0
2013,Cincinnati - OH,2.5,2.5,0.0031528808176517,0.05506746117025619,-0.002282167784869501,0.0
2012,Cincinnati - OH,2.5,2.5,0.0019447132945060001,0.0526359515413642,-0.0017054257914423006,0.0
2011,Cincinnati - OH,2.5,2.5,-0.000751236919313638,0.047072973676025795,0.0008737770840524968,0.0
2010,Cincinnati - OH,2.5,2.5,-0.00004046480171382427,0.013649173974990755,0.0018873088993131594,0.0
2009,Cincinnati - OH,2.5,2.5,0.01311139948666095,-0.026114851608872447,0.0018468440975993351,0.0
2008,Cincinnati - OH,2.5,2.5,0.005833066534251002,-0.039119128994643745,0.01741729187779119,0.0
2007,Cincinnati - OH,2.5,2.5,-0.010908055119216399,-0.07207651890069244,0.02009747759439049,0.0
2006,Cincinnati - OH,2.5,2.5,-0.025385155342519297,-0.08049843596667045,0.00724470918066809,0.0
2018,Chico - CA,2.5,2.5,0.011205900460481706,-0.019763934567570602,-0.04786279425024981,0.0
2017,Chico - CA,2.5,2.5,0.007209874689579,0.0079785621315242,-0.048814248293638104,0.0
2016,Chico - CA,2.5,2.5,0.011766824871301705,0.0464281323105097,-0.0457364618778228,0.0
2015,Chico - CA,2.5,2.5,-0.002561904489993997,0.08846783031523231,0.026739291846752312,0.0
2014,Chico - CA,2.5,2.5,0.003427870571613298,0.1034485581815243,0.030305758118629615,0.0
2013,Chico - CA,2.5,2.5,0.0012589227408171012,0.08839819505810739,0.031048566102981713,0.0
2012,Chico - CA,2.5,2.5,0.002753026783466301,0.07544296571612359,0.021101588383317105,0.0
2011,Chico - CA,2.5,2.5,-0.0005505164153874025,0.0628439370691777,0.016644740477204406,0.0
2010,Chico - CA,2.5,2.5,-0.002123929327353835,0.01608926426619289,0.004327399190515301,0.0
2009,Chico - CA,2.5,2.5,-0.023814661428332343,-0.02319632135331633,0.0047653743531554625,0.0
2008,Chico - CA,2.5,2.5,-0.001699074637144804,-0.07901357851922512,-0.022477157646790178,0.0
2007,Chico - CA,2.5,2.5,0.017277668230235604,-0.11760915151983503,-0.025435155024752083,0.0
2006,Chico - CA,2.5,2.5,0.018562346696853603,-0.09865365872532132,-0.01091051357798278,0.0
2018,Chicago - IL,2.5,2.5,-0.005065282806754098,-0.024732837595045506,-0.052831697277724715,0.0
2017,Chicago - IL,2.5,2.5,-0.009879024699330299,-0.009628131188452207,-0.0664209416136145,0.0
2016,Chicago - IL,2.5,2.5,-0.010385205969214401,0.015085841037332993,-0.0770787531509995,0.0
2015,Chicago - IL,2.5,2.5,0.008984420448541704,-0.0143045759871602,-0.0760331144556402,0.0
2014,Chicago - IL,2.5,2.5,0.0026430133730172972,0.0485797203630209,-0.0245630796998738,0.0
2013,Chicago - IL,2.5,2.5,-0.0046389605849981,0.043647549301385896,-0.013702079653739797,0.0
2012,Chicago - IL,2.5,2.5,0.0019349791109561018,0.0410656199008227,-0.013275757431983799,0.0
2011,Chicago - IL,2.5,2.5,0.0040768519975245,0.0447374429702759,-0.001461753621697398,0.0
2010,Chicago - IL,2.5,2.5,0.009703510673716685,0.0247621694207191,0.013000304345041503,0.0
2009,Chicago - IL,2.5,2.5,0.007759999483823752,-0.014242301136255301,0.013719394570216484,0.0
2008,Chicago - IL,2.5,2.5,0.012513828929513703,-0.037700040191412,0.01883638068102294,0.0
2007,Chicago - IL,2.5,2.5,0.0262443264946342,-0.0561848262995482,0.03598917019553474,0.0
2006,Chicago - IL,2.5,2.5,0.007898896932601901,-0.027444627568125702,0.06029851757921284,0.0
2018,Chattanooga - TN,2.5,2.0,0.003881048411130905,0.04170013204962028,0.01360127236694108,-0.5
2017,Chattanooga - TN,2.0,2.0,-0.0015071202069520985,0.1015225666165353,0.044729756191372996,0.0
2016,Chattanooga - TN,2.0,2.5,-0.0020443499088287007,0.1204955721944571,0.028330978006124597,0.5
2015,Chattanooga - TN,2.5,2.5,-0.005374237895011898,0.0683880573958158,0.006659518927335805,0.0
2014,Chattanooga - TN,2.5,2.5,0.002682315185666098,0.0635785996466874,-0.009564200416207293,0.0
2013,Chattanooga - TN,2.5,2.5,-0.0030397605150938,0.05498728454113,-0.0023623444139956942,0.0
2012,Chattanooga - TN,2.5,2.5,0.0056288875639438005,0.0450582239925861,-0.0092831533402204,0.0
2011,Chattanooga - TN,2.5,2.5,0.0010370598174631977,0.044052051022648794,-0.0021471455693245003,0.0
2010,Chattanooga - TN,2.5,2.5,-0.00039766379632056453,0.012696129232644994,0.000934264156967398,0.0
2009,Chattanooga - TN,2.5,2.5,-0.00016784109175204884,-0.022050857450813054,0.005910838255658732,0.0
2008,Chattanooga - TN,2.5,2.5,-0.023803797084838194,-0.05347573889419435,0.003060681978240585,0.0
2007,Chattanooga - TN,2.5,2.5,-0.002246036194264901,-0.10987735108658675,-0.01770335459150381,0.0
2006,Chattanooga - TN,2.5,2.5,0.026908934116363505,-0.11332142349705104,-0.025578278349712512,0.0
2018,Charlotte - NC,2.5,2.5,0.012200687080621705,0.048068437583744204,0.01996957790106499,0.0
2017,Charlotte - NC,2.5,2.5,-0.004517929628491398,0.1255427206456658,0.0687499102205035,0.0
2016,Charlotte - NC,2.5,2.5,0.00016706064343450025,0.1554643432348963,0.0632997490465638,0.0
2015,Charlotte - NC,2.5,2.5,0.011619567871093806,0.0720181702524422,0.010289631783962205,0.0
2014,Charlotte - NC,2.5,2.5,0.004267521202564198,0.10388432215154161,0.03074152208864691,0.0
2013,Charlotte - NC,2.5,2.5,0.0049924552440643,0.0810865361243485,0.02373690716922281,0.0
2012,Charlotte - NC,2.5,2.5,0.014512956142425499,0.0708700526654719,0.016528675332665405,0.0
2011,Charlotte - NC,2.5,2.5,0.005143512506037999,0.0817587576955556,0.0355595611035823,0.0
2010,Charlotte - NC,2.5,2.5,-0.022518415702506917,0.052297878041863394,0.0405360129661858,0.0
2009,Charlotte - NC,2.5,2.5,-0.03325204364955425,-0.021563666313886707,0.0063980293925850786,0.0
2008,Charlotte - NC,2.5,2.5,-0.022799738217145198,-0.08765795633196831,-0.031121535459533372,0.0
2007,Charlotte - NC,2.5,2.5,-0.00005271751433610049,-0.15108772541582582,-0.05891372892074287,0.0
2006,Charlotte - NC,2.5,2.5,-0.013250846415758098,-0.161222547724843,-0.07347940257750447,0.0
2018,Charleston - SC,2.5,2.5,-0.010147674009203897,0.0897968763932582,0.06169801671057899,0.0
2017,Charleston - SC,2.5,2.5,-0.012154792435467198,0.1177936027348038,0.06100079230964149,0.0
2016,Charleston - SC,2.5,2.5,-0.001174233853817,0.1115605127736923,0.0193959185853598,0.0
2015,Charleston - SC,2.5,2.5,0.009010430425405502,0.0327731617614627,-0.028955376707017297,0.0
2014,Charleston - SC,2.5,2.5,0.018025055527687097,0.0625979532971978,-0.010544846765696897,0.0
2013,Charleston - SC,2.5,2.5,-0.00032034516334529875,0.0609084146097302,0.0035587856546045026,0.0
2012,Charleston - SC,2.5,2.5,0.005826037377119002,0.06772749183326959,0.0133861145004631,0.0
2011,Charleston - SC,2.5,2.5,0.008173797745257599,0.0775661409050226,0.0313669443130493,0.0
2010,Charleston - SC,2.5,2.5,0.004222257295623385,0.0524768409878015,0.0407149759121239,0.0
2009,Charleston - SC,2.5,2.5,-0.000620424747467048,0.007965107075869997,0.03592680278234178,0.0
2008,Charleston - SC,2.5,2.5,-0.0316373412497342,-0.0392550983652473,0.017281322507187637,0.0
2007,Charleston - SC,2.5,2.5,0.0014099264517426994,-0.1062096700742842,-0.01403567357920126,0.0
2006,Charleston - SC,2.5,2.5,0.024737082421779598,-0.1061949296519161,-0.018451784504577563,0.0
2016,Champaign-Urbana - IL,2.0,2.0,-0.02300952700898051,0.001095740564167504,-0.091068853624165,0.0
2015,Champaign-Urbana - IL,2.0,2.5,-0.013102181255817396,-0.007236643705517007,-0.06896518217399701,0.5
2014,Champaign-Urbana - IL,2.5,2.0,0.001380812376737598,0.007105086047202393,-0.0660377140156923,-0.5
2013,Champaign-Urbana - IL,2.0,2.5,-0.006003545597195599,0.0053528432734310915,-0.05199678568169461,0.5
2012,Champaign-Urbana - IL,2.5,2.5,-0.0028749890625476993,0.000977011505514394,-0.05336436582729211,0.0
2011,Champaign-Urbana - IL,2.5,2.5,-0.00530165294185278,0.0025897660441696942,-0.043609430547803606,0.0
2010,Champaign-Urbana - IL,2.5,2.5,-0.005592462839558724,-0.014139691404998277,-0.02590155648067588,0.0
2009,Champaign-Urbana - IL,2.5,2.5,0.00925386324524875,-0.04635353377088899,-0.01839183806441721,0.0
2008,Champaign-Urbana - IL,2.5,2.5,0.0034527466632426063,-0.06705520806834099,-0.010518787195906055,0.0
2007,Champaign-Urbana - IL,2.5,2.0,-0.0034914119169116003,-0.0932364914305508,-0.0010624949354678496,-0.5
2006,Champaign-Urbana - IL,2.0,2.5,-0.021180048584938098,-0.08942206293717028,-0.0016789177898317506,0.5
2018,Canton - OH,2.0,2.5,-0.007035147398710195,0.0024733346402644914,-0.025625525042414714,0.5
2017,Canton - OH,2.5,2.5,-0.0027630720287561,0.006712304294109395,-0.05008050613105291,0.0
2016,Canton - OH,2.5,2.5,-0.02029120409861207,0.0236456352025271,-0.0685189589858054,0.0
2015,Canton - OH,2.5,2.5,-0.0037205759435891966,0.020594845514744532,-0.041133692953735465,0.0
2014,Canton - OH,2.5,2.5,0.0005769561976194,0.03272776403650643,-0.04041503602638827,0.0
2013,Canton - OH,2.5,2.5,-0.0053211338818072995,0.02411658568307753,-0.033233043272048166,0.0
2012,Canton - OH,2.5,2.5,-0.00830376241356139,0.02282234757766123,-0.03151902975514527,0.0
2011,Canton - OH,2.5,2.5,-0.00402376940473911,0.009139476452022743,-0.037059720139950555,0.0
2010,Canton - OH,2.5,2.5,-0.005626146798022095,-0.0090304203704,-0.020792285446077596,0.0
2009,Canton - OH,2.5,2.5,0.008028591051697752,-0.05065955200698228,-0.022697856300510494,0.0
2008,Canton - OH,2.5,2.0,0.006182565819472102,-0.07178264231886708,-0.015246221446432142,-0.5
2007,Canton - OH,2.0,2.5,-0.005039867945015401,-0.09591651824023568,-0.0037425217451527402,0.5
2006,Canton - OH,2.5,2.5,-0.0182105246931315,-0.0882217724239453,-0.00047862727660675196,0.0
2018,Buffalo - NY,2.0,2.0,-0.009791376069188097,-0.018233864709734898,-0.04633272439241411,0.0
2017,Buffalo - NY,2.0,2.0,-0.0010382682085036989,-0.0140334387719631,-0.07082624919712541,0.0
2016,Buffalo - NY,2.0,2.0,-0.0123273525387049,0.0216420828104019,-0.0705225113779306,0.0
2015,Buffalo - NY,2.0,2.5,-0.008133016526698997,0.024185245379805497,-0.037543293088674504,0.5
2014,Buffalo - NY,2.5,2.0,-0.010864303447306153,0.0270144469588995,-0.0461283531039952,-0.5
2013,Buffalo - NY,2.0,2.0,-0.003965847194194801,0.015195312164723845,-0.042154316790401845,0.0
2012,Buffalo - NY,2.0,2.0,-0.0028963889926672,0.018012589417397945,-0.03632878791540855,0.0
2011,Buffalo - NY,2.0,2.0,-0.00011526653543110152,0.008012287892401245,-0.03818690869957205,0.0
2010,Buffalo - NY,2.0,2.0,0.010164126055315085,-0.014212957620620657,-0.02597482269629825,0.0
2009,Buffalo - NY,2.0,2.0,0.00027954950928684927,-0.03563937582075596,-0.00767768011428417,0.0
2008,Buffalo - NY,2.0,2.0,-0.0008666594512760639,-0.05307024803012611,0.003466172842308832,0.0
2007,Buffalo - NY,2.0,2.0,0.004456250928342403,-0.08560863590985537,0.006565360585227569,0.0
2006,Buffalo - NY,2.0,2.0,-0.007754251360893298,-0.07382514464110138,0.013918000506237172,0.0
2018,Brownsville-Harlingen - TX,3.5,3.5,-0.018446037545800195,0.046494093582034206,0.018395233899354997,0.0
2017,Brownsville-Harlingen - TX,3.5,3.0,-0.008025055751204498,0.03947555074095731,-0.017317259684205,-0.5
2016,Brownsville-Harlingen - TX,3.0,3.5,-0.01835471112281084,0.03188821251690391,-0.0602763816714286,0.5
2015,Brownsville-Harlingen - TX,3.5,3.5,-0.020742747001349898,-0.006441805057227639,-0.06817034352570764,0.0
2014,Brownsville-Harlingen - TX,3.5,3.5,-0.015950545901432633,0.0010771095305680597,-0.07206569053232664,0.0
2013,Brownsville-Harlingen - TX,3.5,3.5,-0.00785340834409,-0.02416946836747237,-0.08151909732259807,0.0
2012,Brownsville-Harlingen - TX,3.5,3.5,-0.0028356313705444995,-0.01658509078808137,-0.07092646812088788,0.0
2011,Brownsville-Harlingen - TX,3.5,3.5,-0.001966814044862951,-0.019537847148254572,-0.06573704374022787,0.0
2010,Brownsville-Harlingen - TX,3.5,3.5,-0.009123963769525296,-0.037587281586602385,-0.049349146662279984,0.0
2009,Brownsville-Harlingen - TX,3.5,3.0,-0.005337631329894052,-0.06569205913692716,-0.03773036343045538,-0.5
2008,Brownsville-Harlingen - TX,3.0,3.5,0.0022765775211155068,-0.08365386973135173,-0.0271174488589168,0.5
2007,Brownsville-Harlingen - TX,3.5,3.5,0.015477663837373297,-0.10916145948879423,-0.016987462993711292,0.0
2006,Brownsville-Harlingen - TX,3.5,3.5,-0.00017990916967389886,-0.08641731293313204,0.001325832214206504,0.0
2018,Bremerton - WA,2.5,2.5,0.030603211373090806,-0.005409078814088704,-0.03350793849676791,0.0
2017,Bremerton - WA,2.5,2.5,0.03142137080430991,0.06705368855595652,0.01026087813079421,0.0
2016,Bremerton - WA,2.5,2.5,0.026743896305561107,0.2000615703612572,0.10789697617292471,0.0
2015,Bremerton - WA,2.5,2.5,0.0480044446885586,0.15611305971443673,0.09438452124595673,0.0
2014,Bremerton - WA,2.5,2.5,0.015641849488019898,0.21844045776128782,0.14529765769839312,0.0
2013,Bremerton - WA,2.5,2.5,-0.0018778070807457005,0.209764401614666,0.15241477265954032,0.0
2012,Bremerton - WA,2.5,2.5,0.0012436322867870019,0.17427513153851032,0.11993375420570382,0.0
2011,Bremerton - WA,2.5,2.5,-0.000025619287043799482,0.1359552122801542,0.08975601568818091,0.0
2010,Bremerton - WA,2.5,2.5,0.011555523844435783,0.07474836517125359,0.06298650009557599,0.0
2009,Bremerton - WA,2.5,2.5,-0.022958291694521946,-0.0014241164550186022,0.026537579251453183,0.0
2008,Bremerton - WA,2.5,2.5,0.002423342783004004,-0.0685989828035236,-0.01206256193108866,0.0
2007,Bremerton - WA,2.5,2.5,0.0175089789554477,-0.09993540856242189,-0.007761412067338956,0.0
2006,Bremerton - WA,2.5,2.5,0.022045914083719205,-0.07923921054601679,0.008503934601321744,0.0
2018,Boston - MA,2.5,2.5,0.0024083554744721014,-0.017688772782683396,-0.045787632465362604,0.0
2017,Boston - MA,2.5,2.5,0.0012182649224997018,0.008816642552614204,-0.0479761678725481,0.0
2016,Boston - MA,2.5,2.5,-0.009924093261361101,0.0454066912382841,-0.0467579029500484,0.0
2015,Boston - MA,2.5,2.5,0.016924738883972203,-0.014581304520368599,-0.07630984298884859,0.0
2014,Boston - MA,2.5,2.5,0.0049579497426748,0.0859086546599865,0.012765854597091807,0.0
2013,Boston - MA,2.5,2.0,0.0019337199628353015,0.0729348447173834,0.015585215762257708,-0.5
2012,Boston - MA,2.0,2.0,0.001097394153475699,0.0694519575834274,0.015110580250620908,0.0
2011,Boston - MA,2.0,2.0,0.005939443130046199,0.0611889060735702,0.014989709481596905,0.0
2010,Boston - MA,2.0,2.0,0.014295145170763083,0.0426151109486818,0.030853245873004205,0.0
2009,Boston - MA,2.0,2.0,-0.010160671547055244,0.0002619564533232997,0.028223652159795082,0.0
2008,Boston - MA,2.0,2.0,0.008592029567807906,-0.043431390002369896,0.01310503087006504,0.0
2007,Boston - MA,2.0,2.0,0.0037324419245123985,-0.07241065602004529,0.019763340475037645,0.0
2006,Boston - MA,2.0,2.5,-0.025399149395525497,-0.06534475690126419,0.022398388246074343,0.5
2018,Boise - ID,2.5,2.5,0.009936776012182305,-0.0013097721636291942,-0.029408631846308406,0.0
2017,Boise - ID,2.5,2.5,0.0171809233725071,0.08636305467784441,0.029570244252682103,0.0
2016,Boise - ID,2.5,2.5,0.016982223838567706,0.16305454584956203,0.0708899516612295,0.0
2015,Boise - ID,2.5,2.5,-0.010979915037751198,0.13653497350215912,0.07480643503367912,0.0
2014,Boise - ID,2.5,3.0,0.0038959532976151,0.10985064651072021,0.036707846447825515,0.5
2013,Boise - ID,3.0,2.5,0.004841517657041501,0.09436559043824672,0.037015961483121015,-0.5
2012,Boise - ID,2.5,2.5,0.006895966827869401,0.0862620804607867,0.031920703127980204,0.0
2011,Boise - ID,2.5,2.5,0.0017947577871383,0.06783494317531581,0.02163574658334251,0.0
2010,Boise - ID,2.5,2.5,0.00019816472195088516,0.018210145607590707,0.0064482805319131045,0.0
2009,Boise - ID,2.5,2.5,-0.03219406120479104,-0.010335335414856591,0.017626360291615187,0.0
2008,Boise - ID,2.5,2.5,-0.00044243456795811653,-0.07500007508322588,-0.018463654210790954,0.0
2007,Boise - ID,2.5,2.5,0.0187423517927528,-0.1159216029308735,-0.02374760643579057,0.0
2006,Boise - ID,2.5,2.5,0.0209053754806518,-0.09964436661824572,-0.011901221470907174,0.0
2018,Bloomington - IN,2.0,2.0,-0.017689371481537798,-0.0003467995226382938,-0.0284456592053175,0.0
2017,Bloomington - IN,2.0,2.0,-0.002841677516698799,-0.003627829387783995,-0.060420639812946306,0.0
2016,Bloomington - IN,2.0,2.0,0.0079246871173382,0.014748997494578406,-0.0774155966937541,0.0
2015,Bloomington - IN,2.0,2.0,-0.010136691853403997,0.0428689992874861,-0.0188595391809939,0.0
2014,Bloomington - IN,2.0,2.0,-0.018745280744042244,0.0481427978277207,-0.025000002235173995,0.0
2013,Bloomington - IN,2.0,2.0,-0.011366048827767379,0.015861294476781057,-0.041488334478344636,0.0
2012,Bloomington - IN,2.0,2.0,0.0015008002519606989,0.019176365508232276,-0.03516501182457422,0.0
2011,Bloomington - IN,2.0,2.0,-0.00217234948649999,0.015376662536058575,-0.030822534055914723,0.0
2010,Bloomington - IN,2.0,2.0,-0.0045195666607469355,-0.029157705584075315,-0.04091957065975291,0.0
2009,Bloomington - IN,2.0,2.0,0.010305164381861652,-0.06326414117356763,-0.03530244546709585,0.0
2008,Bloomington - IN,2.0,2.5,0.005692581180483103,-0.06278842121362689,-0.006252000341191954,0.5
2007,Bloomington - IN,2.5,2.0,-0.0053521310910582005,-0.08136736682802441,0.010806629667058528,-0.5
2006,Bloomington - IN,2.0,2.0,-0.018140077590942397,-0.08378944682329892,0.003953698324039629,0.0
