CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,8421 Broad,8421 Broad,,,,,,,3.95%,3.26%,1.53%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,Cameron Court,Cameron Court,,,,,,,2.97%,3.26%,2.00%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,National Logistics Portfolio,2240-2280 Beaver Road,,,,3.40%,4.18%,0.71%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US / BPY,Thayer & Spring,Thayer and Spring,,,,,,,0.93%,3.26%,1.39%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1200 K Street,,,,,,,,,,36.72%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1250 Connecticut Avenue,,,,,,,,,,68.96%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1400 K Street,,,,,,,,,,-1.96%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,3 Bethesda Metro Center,,,,,,,,,,-16.56%,1.63%,0.32%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,650 Massachusetts Avenue,,,,,,,,,,-19.88%,1.63%,0.01%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,701 Ninth Street,,,,,,,,,,-21.64%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,77 K Street,,,,,,,,,,-7.95%,1.63%,-0.01%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,799 Ninth Street,,,,,,,,,,-4.25%,1.63%,0.01%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Bethesda Crescent,,,,,,,,,,-33.41%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Halley Rise,,,,,,,,,,-136.95%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Potomac Tower,,,,,,,,,,-88.97%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Reston Summit,,,,,,,,,,-26.90%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Victor Building,,,,,,,,,,-9.12%,1.63%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / BWS / CIC/BPY Retail,Tysons Galleria,Tysons Galleria,,,,,,,,,,,,,4.45%,2.52%,2.36%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Mondawmin Mall,,,,,,,,,,,,,-5.16%,2.52%,0.18%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,The Mall in Columbia,,,,,,,,,,,,,2.66%,2.52%,1.46%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Towson Town Center,,,,,,,,,,,,,1.29%,2.52%,0.77%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),1110 Key Federal Hill,1110 Key Federal Hill,,,,,,,1.66%,3.26%,0.88%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),2003 Beaver Road,2003 Beaver Road,,,,3.00%,4.18%,0.18%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),8400 Westphalia Road,8400 Westphalia,,,,2.58%,4.18%,0.54%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),The Parker at Huntington Metro,The Parker at Huntington Metro,,,,,,,4.67%,3.26%,1.35%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP II,Marriott Bethesda North,Marriott Bethesda,-7.29%,1.20%,2.74%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,BSREP III US Logistics,4653 Hollins Ferry Road,,,,-6.70%,4.18%,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,Sofitel Washington DC,Sofitel DC,11.23%,1.20%,3.49%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Estate,,,,,,,-0.19%,3.26%,1.36%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Foundry Lofts,,,,,,,0.55%,3.26%,0.73%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Guild,,,,,,,-2.41%,3.26%,0.75%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Origin,,,,,,,2.25%,3.26%,2.32%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Grand,,,,,,,2.07%,3.26%,2.07%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Twelve12,,,,,,,0.46%,3.26%,1.21%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,10641 Iron Bridge Road,,,,3.00%,4.18%,0.27%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,6619 Iron Place,,,,15.01%,4.18%,0.37%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8787 Snouffer School Road,,,,3.61%,4.18%,0.49%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8797 Snouffer School Road,,,,5.03%,4.18%,0.49%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,Hyattsville Small-Bay Portfolio,,,,8.83%,4.18%,0.47%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,Watermark Lodging,Le Meridian Arlington,1.03%,1.20%,1.61%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",US Office Fund,Silver Spring Metro Center,Silver Spring Metro Plaza,,,,,,,,,,0.91%,1.63%,-0.02%,,,,
All other Markets,,,Ala Moana Center,,,,,,,,,,,,,-0.38%,2.36%,7.76%,
All other Markets,,,Downright Austin,62.49%,5.60%,,,,,,,,,,,,,,
All other Markets,,,Short Pump Town Center,,,,,,,,,,,,,1.54%,2.36%,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall Austin,,,,4.76%,3.29%,0.02%,,,,,,,,,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall San Diego,,,,4.76%,3.29%,0.09%,,,,,,,,,,
All other Markets,BPREP US,Vernon Logistics Portfolio,10280 Camino Santa Fe,,,,2.00%,3.29%,0.14%,,,,,,,,,,
All other Markets,BPY / BSREP II,Rouse Properties,Chesterfield Towne Center,,,,,,,,,,,,,3.56%,2.36%,,
All other Markets,BPY / BSREP II,Rouse Properties,Grand Traverse Mall,,,,,,,,,,,,,7.15%,2.36%,,
All other Markets,BPY / BSREP II,Rouse Properties,Independence Mall,,,,,,,,,,,,,1.06%,2.36%,,
All other Markets,BPY / BSREP II,Rouse Properties,The Shoppes at Carlsbad,,,,,,,,,,,,,0.54%,2.36%,,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Otay Ranch Town Center,,,,,,,,,,,,,5.41%,2.36%,0.54%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Park City Center,,,,,,,,,,,,,2.98%,2.36%,0.74%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Pinnancle Hills,,,,,,,,,,,,,9.35%,2.36%,0.39%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Prince Kuhio Plaza,,,,,,,,,,,,,1.72%,2.36%,0.21%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Valley Plaza Mall,,,,,,,,,,,,,5.36%,2.36%,1.13%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Visalia Mall,,,,,,,,,,,,,1.71%,2.36%,0.47%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Whalers Village,,,,,,,,,,,,,2.13%,2.36%,1.26%,
All other Markets,BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Augusta Mall,,,,,,,,,,,,,0.22%,2.36%,0.38%,
All other Markets,BSREP III,Kimpton Alma San Diego,Alma San Diego,-0.77%,5.60%,1.85%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Equinox Resort,-6.56%,5.60%,0.68%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Fairmont Sonoma,-9.18%,5.60%,3.08%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Marriott La Jolla,7.66%,5.60%,3.67%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Ritz Bacara,-12.87%,5.60%,6.11%,,,,,,,,,,,,,
