CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Seattle-Tacoma, WA",BPREP US,Vernon Logistics Portfolio,23000 64th Avenue,,,,2.00%,0.33%,0.09%,,,,,,,,,,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Alderwood Mall,,,,,,,,,,,,,4.50%,2.08%,1.74%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Shops at Bravern,,,,,,,,,,,,,4.66%,2.08%,0.39%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Westlake Center,,,,,,,,,,,,,0.37%,2.08%,0.14%,
"Seattle-Tacoma, WA",BSREP IV,BSREP IV North American Logistics Portfolio,7700 2nd Ave S,,,,-49.26%,0.33%,,,,,,,,,,,
"Seattle-Tacoma, WA",BSREP IV,Watermark Lodging,Marriott Seattle Bellevue,1.60%,0.65%,3.63%,,,,,,,,,,,,,
"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",BPY / CIC/BPY Retail,Core Retail,Spokane Valley Mall,,,,,,,,,,,,,4.79%,1.71%,0.22%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Plaza Frontenac,,,,,,,,,,,,,6.66%,0.45%,0.63%,
"St. Louis-St. Charles-Farmington, MO-IL",BPY / CIC/BPY Retail,Core Retail,Saint Louis Galleria,,,,,,,,,,,,,-10.80%,0.45%,0.87%,
"Tallahassee-Bainbridge, FL-GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Governors Square,,,,,,,,,,,,,-6.63%,2.11%,0.19%,
"Virginia Beach-Chesapeake, VA-NC",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Lynnhaven Mall,,,,,,,,,,,,,-0.02%,4.90%,0.77%,
"Virginia Beach-Chesapeake, VA-NC",BSREP IV,Watermark Lodging,Sanderling Resort,-10.56%,1.06%,2.48%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,,8.91%,2.06%,2.18%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,12th Street Landing - 601 & 701,,,,,,,,,,93.13%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,Ballston Quarter,,,,,,,,,,,,,2.11%,1.63%,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,8421 Broad,8421 Broad,,,,,,,4.23%,2.61%,1.56%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,Cameron Court,Cameron Court,,,,,,,2.54%,2.61%,1.99%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US,National Logistics Portfolio,2240-2280 Beaver Road,,,,2.24%,3.87%,0.89%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPREP US / BPY,Thayer & Spring,Thayer and Spring,,,,,,,0.42%,2.61%,1.40%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1200 K Street,,,,,,,,,,-112.45%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1250 Connecticut Avenue,,,,,,,,,,38.95%,0.98%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,1400 K Street,,,,,,,,,,39.71%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,3 Bethesda Metro Center,,,,,,,,,,-4.15%,0.98%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,650 Massachusetts Avenue,,,,,,,,,,-17.62%,0.98%,0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,77 K Street,,,,,,,,,,-11.54%,0.98%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,799 Ninth Street,,,,,,,,,,-10.49%,0.98%,-0.00%,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Bethesda Crescent,,,,,,,,,,-48.31%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Halley Rise,,,,,,,,,,1273.39%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Potomac Tower,,,,,,,,,,-100.84%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Reston Summit,,,,,,,,,,-51.71%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY,BPY Office US,Victor Building,,,,,,,,,,-49.67%,0.98%,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / BWS / CIC/BPY Retail,Tysons Galleria,Tysons Galleria,,,,,,,,,,,,,3.60%,1.63%,2.37%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Mondawmin Mall,,,,,,,,,,,,,-5.04%,1.63%,0.18%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,The Mall in Columbia,,,,,,,,,,,,,1.93%,1.63%,1.45%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BPY / CIC/BPY Retail,Core Retail,Towson Town Center,,,,,,,,,,,,,1.54%,1.63%,0.77%,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),1110 Key Federal Hill,1110 Key Federal Hill,,,,,,,1.79%,2.61%,0.89%,,,,,,,Rent growth.....
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),2003 Beaver Road,2003 Beaver Road,,,,3.00%,3.87%,0.17%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),8400 Westphalia Road,8400 Westphalia,,,,2.29%,3.87%,0.58%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Brookfield US REIT (NTR),The Parker at Huntington Metro,The Parker at Huntington Metro,,,,,,,3.45%,2.61%,1.36%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP II,Marriott Bethesda North,Marriott Bethesda,-12.87%,2.06%,2.59%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,BSREP III US Logistics,4653 Hollins Ferry Road,,,,-12.40%,3.87%,0.78%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III,Sofitel Washington DC,Sofitel DC,3.88%,2.06%,2.36%,,,,,,,,,,,,,Body comment NP test
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Estate,,,,,,,-2.01%,2.61%,1.37%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Foundry Lofts,,,,,,,-1.43%,2.61%,0.73%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Guild,,,,,,,-3.42%,2.61%,0.76%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Origin,,,,,,,3.06%,2.61%,2.34%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,The Grand,,,,,,,1.43%,2.61%,2.08%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Twelve12,,,,,,,-2.33%,2.61%,1.21%,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,10641 Iron Bridge Road,,,,3.00%,3.87%,0.23%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,6619 Iron Place,,,,0.96%,3.87%,0.42%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8787 Snouffer School Road,,,,3.27%,3.87%,0.37%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,8797 Snouffer School Road,,,,3.69%,3.87%,0.39%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,BSREP IV North American Logistics Portfolio,Hyattsville Small-Bay Portfolio,,,,4.70%,3.87%,0.38%,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",BSREP IV,Watermark Lodging,Le Meridian Arlington,1.52%,2.06%,1.27%,,,,,,,,,,,,,
"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",US Office Fund,Silver Spring Metro Center,Silver Spring Metro Plaza,,,,,,,,,,5.95%,0.98%,-0.00%,,,,
All other Markets,,,Ala Moana Center,,,,,,,,,,,,,-2.03%,1.66%,7.79%,
All other Markets,,,Downright Austin,43.02%,6.26%,1.44%,,,,,,,,,,,,,
All other Markets,,,Short Pump Town Center,,,,,,,,,,,,,1.53%,1.66%,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall Austin,,,,2.33%,3.68%,0.02%,,,,,,,,,,
All other Markets,BPREP US,National Logistics Portfolio,Penhall San Diego,,,,2.33%,3.68%,0.11%,,,,,,,,,,
All other Markets,BPREP US,Vernon Logistics Portfolio,10280 Camino Santa Fe,,,,2.00%,3.68%,0.14%,,,,,,,,,,
All other Markets,BPY / BSREP II,Rouse Properties,Chesterfield Towne Center,,,,,,,,,,,,,2.83%,1.66%,,
All other Markets,BPY / BSREP II,Rouse Properties,Grand Traverse Mall,,,,,,,,,,,,,3.28%,1.66%,,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Otay Ranch Town Center,,,,,,,,,,,,,5.10%,1.66%,0.54%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Park City Center,,,,,,,,,,,,,4.69%,1.66%,0.73%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Pinnancle Hills,,,,,,,,,,,,,7.75%,1.66%,0.40%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Prince Kuhio Plaza,,,,,,,,,,,,,2.10%,1.66%,0.21%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Valley Plaza Mall,,,,,,,,,,,,,8.44%,1.66%,1.13%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Visalia Mall,,,,,,,,,,,,,1.93%,1.66%,0.47%,
All other Markets,BPY / CIC/BPY Retail,Core Retail,Whalers Village,,,,,,,,,,,,,2.48%,1.66%,1.27%,
All other Markets,BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Augusta Mall,,,,,,,,,,,,,-1.46%,1.66%,0.38%,
All other Markets,BSREP III,Kimpton Alma San Diego,Alma San Diego,-8.56%,6.26%,1.78%,,,,,,,,,,,,,Test Comment Hospitality
All other Markets,BSREP IV,Watermark Lodging,Equinox Resort,-11.50%,6.26%,1.41%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Fairmont Sonoma,-6.85%,6.26%,3.33%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Marriott La Jolla,5.10%,6.26%,4.05%,,,,,,,,,,,,,
All other Markets,BSREP IV,Watermark Lodging,Ritz Bacara,-12.84%,6.26%,9.40%,,,,,,,,,,,,,
