YEAR,MET_NAME,PPL_IN_RENTALS,RENTAL_UNITS,PPL_PER_RENTAL,costar_name
2018,"Pensacola-Ferry Pass-Brent, FL",128232.0,57270.0,2.239078051335778,Pensacola - FL USA
2012,"Harrisonburg, VA",41427.0,16596.0,2.4962039045553146,
2014,"Bellingham, WA",67340.0,30335.0,2.219878028679743,Bellingham - WA USA
2007,"New Orleans-Metairie, LA",292057.0,128661.0,2.2699730299002807,New Orleans - LA USA
2017,"Monroe, MI",22123.0,11152.0,1.9837697274031565,Monroe - MI USA
2022,"Yuba City, CA",68737.0,23392.0,2.9384832421340628,Yuba City - CA USA
2022,"Tulsa, OK",341171.0,157043.0,2.172468686920143,
2005,"Urban Honolulu, HI",328787.0,126677.0,2.5954751059781964,Honolulu - HI USA
2011,"Greenville, NC",63933.0,28996.0,2.2048903297006484,Greenville - NC USA
2020,"Pittsburgh, PA",560390.0,311094.0,1.8013526458240918,Pittsburgh - PA USA
2021,"Erie, PA",74772.0,35260.0,2.1205899035734546,Erie - PA USA
2015,"Naples-Immokalee-Marco Island, FL",102526.0,37130.0,2.7612712092647453,Naples - FL USA
2016,"Denver-Aurora-Lakewood, CO",930140.0,400917.0,2.3200313281801472,Denver - CO USA
2022,"Wichita, KS",176748.0,81298.0,2.1740756230165563,Wichita - KS USA
2010,"Anniston-Oxford-Jacksonville, AL",36174.0,15286.0,2.366479131231192,Anniston-Oxford - AL USA
2006,"College Station-Bryan, TX",66872.0,30262.0,2.209768025907078,College Station-Bryan - TX USA
2021,"Boise City, ID",220574.0,89708.0,2.458799661122754,Boise - ID USA
2016,"Waco, TX",90779.0,36002.0,2.52149880562191,Waco - TX USA
2007,"Williamsport, PA",28269.0,13902.0,2.033448424687095,Williamsport - PA USA
2016,"Springfield, MO",143469.0,64672.0,2.2184098218703614,Springfield - MO USA
2007,"Lake Charles, LA",58692.0,22945.0,2.5579429069514057,Lake Charles - LA USA
2007,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",100494.0,44680.0,2.2491942703670547,San Luis Obispo - CA USA
2023,"Wichita Falls, TX",41104.0,17648.0,2.329102447869447,Wichita Falls - TX USA
2012,"Janesville-Beloit, WI",51171.0,19857.0,2.5769753739235535,Janesville-Beloit - WI USA
2019,"Oshkosh-Neenah, WI",58685.0,27287.0,2.150657822406274,
2011,"Killeen-Temple, TX",146662.0,54641.0,2.6841016818872276,Killeen - TX USA
2015,"New Orleans-Metairie, LA",404394.0,191581.0,2.110825186213664,New Orleans - LA USA
2013,"Fort Collins, CO",101313.0,43970.0,2.3041391858085056,Fort Collins - CO USA
2020,"Tampa-St. Petersburg-Clearwater, FL",814483.0,401568.0,2.0282567336042714,Tampa - FL USA
2015,"Detroit-Warren-Dearborn, MI",1168821.0,526568.0,2.2196962215706235,Detroit - MI USA
2008,"Knoxville, TN",212899.0,106921.0,1.9911804042236791,Knoxville - TN USA
2016,"Beaumont-Port Arthur, TX",120765.0,52397.0,2.3048075271485007,Beaumont - TX USA
2023,"Modesto, CA",208713.0,69731.0,2.993116404468601,Modesto - CA USA
2015,"North Port-Sarasota-Bradenton, FL",216339.0,92915.0,2.3283538718183285,Sarasota - FL USA
2006,"Williamsport, PA",30030.0,14202.0,2.1144909167722856,Williamsport - PA USA
2005,"Hartford-West Hartford-East Hartford, CT",292453.0,136734.0,2.1388462269808532,Hartford - CT USA
2020,"Medford, OR",61291.0,28287.0,2.166755046487786,Medford - OR USA
2007,"Laredo, TX",71971.0,21859.0,3.292511093828629,Laredo - TX USA
2010,"Joplin, MO",46009.0,20053.0,2.294369919712761,Joplin - MO USA
2022,"Crestview-Fort Walton Beach-Destin, FL",92308.0,40129.0,2.3002815918662316,
2005,"Harrisburg-Carlisle, PA",124230.0,58514.0,2.123081655672147,Harrisburg - PA USA
2016,"Wichita, KS",189450.0,83690.0,2.2637113155693633,Wichita - KS USA
2008,"Yuba City, CA",69905.0,23243.0,3.007572172266919,Yuba City - CA USA
2021,"Parkersburg-Vienna, WV",16028.0,7932.0,2.0206757438224914,
2023,"Phoenix-Mesa-Scottsdale, AZ",1534890.0,636390.0,2.411870079668128,Phoenix - AZ USA
2014,"Atlantic City-Hammonton, NJ",79570.0,31480.0,2.5276365946632784,Atlantic City - NJ USA
2013,"Santa Rosa, CA",191802.0,78400.0,2.446454081632653,Santa Rosa - CA USA
2009,"Manchester-Nashua, NH",100236.0,45046.0,2.2251920259290503,Manchester - NH USA
2009,"La Crosse-Onalaska, WI-MN",31238.0,15324.0,2.0385016966849387,La Crosse-Onalaska - WI USA
2018,"Santa Rosa, CA",178462.0,72059.0,2.4766094450380938,Santa Rosa - CA USA
2014,"Boston-Cambridge-Newton, MA-NH",1501247.0,689268.0,2.1780308965453203,Boston - MA USA
2007,"Yakima, WA",77888.0,27291.0,2.8539811659521455,Yakima - WA USA
2018,"Reno, NV",178494.0,78539.0,2.2726798151236967,Reno - NV USA
2017,"Kankakee, IL",27507.0,12672.0,2.170691287878788,Kankakee - IL USA
2010,"Muskegon, MI",46601.0,18317.0,2.5441393241251298,Muskegon - MI USA
2007,"Durham-Chapel Hill, NC",145378.0,69105.0,2.1037262137327257,Durham - NC USA
2018,"Erie, PA",79648.0,37729.0,2.111055156510907,Erie - PA USA
2009,"Boise City, ID",153730.0,60971.0,2.521362615013695,Boise - ID USA
2017,"Laredo, TX",92840.0,28847.0,3.218358928138108,Laredo - TX USA
2013,"Columbus, OH",625102.0,276699.0,2.2591407992078034,Columbus - OH USA
2015,"Fort Collins, CO",102198.0,46388.0,2.203112874019143,Fort Collins - CO USA
2023,"New Haven-Milford, CT",297633.0,137173.0,2.1697637290137273,New Haven - CT USA
2013,"Harrisonburg, VA",43022.0,16643.0,2.5849906867752206,
2010,"Erie, PA",70802.0,35451.0,1.9971792050999972,Erie - PA USA
2011,"Bangor, ME",40592.0,23003.0,1.7646393948615398,Bangor - ME USA
2005,"Burlington-South Burlington, VT",48565.0,23758.0,2.0441535482784747,Burlington - VT USA
2019,"Asheville, NC",151042.0,70272.0,2.149390938069217,
2022,"Reno, NV",180327.0,79071.0,2.2805706263990593,Reno - NV USA
2023,"Syracuse, NY",167452.0,90284.0,1.8547250897168934,Syracuse - NY USA
2007,"Grand Rapids-Wyoming, MI",182008.0,82086.0,2.2172843115756646,Grand Rapids - MI USA
2021,"Trenton, NJ",120256.0,52841.0,2.275808557748718,Trenton - NJ USA
2014,"El Paso, TX",256130.0,98648.0,2.5964033736112238,El Paso - TX USA
2011,"Yuba City, CA",61830.0,21829.0,2.832470566677356,Yuba City - CA USA
2022,"Rocky Mount, NC",51863.0,23131.0,2.2421425792226883,Rocky Mount - NC USA
2007,"Panama City, FL",55139.0,22653.0,2.434070542532998,Panama City - FL USA
2009,"Trenton, NJ",95799.0,42956.0,2.2301657510010244,Trenton - NJ USA
2015,"Lake Havasu City-Kingman, AZ",78578.0,30530.0,2.5737962659679003,Lake Havasu - AZ USA
2005,"Salt Lake City, UT",233371.0,99713.0,2.340427025563367,Salt Lake City - UT USA
2007,"Fayetteville, NC",117524.0,46115.0,2.548498319418844,Fayetteville - NC USA
2021,"New Haven-Milford, CT",275168.0,132741.0,2.072969165517813,New Haven - CT USA
2005,"Charlotte-Concord-Gastonia, NC-SC",515199.0,220098.0,2.340770929313306,Charlotte - NC USA
2006,"Reading, PA",99564.0,40673.0,2.4479138494824575,Reading - PA USA
2005,"Bloomington, IL",40144.0,18398.0,2.1819763017719316,Bloomington - IL USA
2009,"Redding, CA",65166.0,24303.0,2.681397358350821,Redding - CA USA
2013,"Fresno, CA",439688.0,140010.0,3.140404256838797,Fresno - CA USA
2010,"Mansfield, OH",31828.0,14031.0,2.2684056731523055,Mansfield - OH USA
2008,"Wichita Falls, TX",37836.0,16618.0,2.27680828017812,Wichita Falls - TX USA
2012,"Coeur d'Alene, ID",44412.0,16305.0,2.723827046918123,
2017,"Flagstaff, AZ",42734.0,18179.0,2.350734363826393,Flagstaff - AZ USA
2013,"Lakeland-Winter Haven, FL",178059.0,65822.0,2.7051593692078635,Lakeland - FL USA
2015,"San Diego-Carlsbad, CA",1420776.0,533719.0,2.6620300195421187,San Diego - CA USA
2009,"Jackson, MI",31623.0,13949.0,2.267044232561474,Jackson - MI USA
2013,"Montgomery, AL",121451.0,49625.0,2.447375314861461,Montgomery - AL USA
2015,"Albany-Schenectady-Troy, NY",230129.0,122421.0,1.8798163713741924,Albany - NY USA
2012,"York-Hanover, PA",95304.0,41849.0,2.277330402160147,York - PA USA
2006,"Huntsville, AL",84980.0,40407.0,2.1031009478555696,Huntsville - AL USA
2011,"Burlington-South Burlington, VT",54859.0,25446.0,2.155898766014305,Burlington - VT USA
2014,"Grand Rapids-Wyoming, MI",230816.0,99757.0,2.313782491454234,Grand Rapids - MI USA
2012,"Anchorage, AK",135635.0,54270.0,2.4992629445365764,Anchorage - AK USA
2023,"Providence-Warwick, RI-MA",517944.0,251577.0,2.05878915799139,Providence - RI USA
2008,"Worcester, MA-CT",213022.0,98163.0,2.170084451371698,Worcester - MA USA
2010,"Rockford, IL",86216.0,37602.0,2.2928567629381416,Rockford - IL USA
2021,"Bloomington, IN",46446.0,24597.0,1.8882790584217588,Bloomington - IN USA
2020,"Vallejo-Fairfield, CA",154159.0,59116.0,2.6077373299952638,Vallejo-Fairfield - CA USA
2011,"Hilton Head Island-Bluffton-Beaufort, SC",50709.0,20829.0,2.4345383839838686,Hilton Head Island - SC USA
2008,"Gulfport-Biloxi-Pascagoula, MS",90328.0,37717.0,2.394888246679216,Gulfport-Biloxi-Pascagoula - MS USA
2007,"Provo-Orem, UT",121079.0,39077.0,3.098472247101876,Provo - UT USA
2009,"Olympia-Tumwater, WA",67606.0,29383.0,2.3008542354422628,Olympia - WA USA
2014,"Santa Fe, NM",39777.0,18803.0,2.1154602988884754,Santa Fe - NM USA
2018,"Seattle-Tacoma-Bellevue, WA",1400520.0,615535.0,2.2752889762564275,Seattle - WA USA
2007,"Fort Wayne, IN",79141.0,38310.0,2.0658052727747322,Fort Wayne - IN USA
2018,"Memphis, TN-MS-AR",437503.0,187592.0,2.332204998080942,Memphis - TN USA
2017,"Burlington-South Burlington, VT",64790.0,31202.0,2.0764694570860844,Burlington - VT USA
2008,"St. Cloud, MN",38460.0,18439.0,2.085796409783611,St. Cloud - MN USA
2012,"Seattle-Tacoma-Bellevue, WA",1233601.0,556617.0,2.216247437645634,Seattle - WA USA
2010,"Lake Havasu City-Kingman, AZ",69754.0,25827.0,2.700816974484067,Lake Havasu - AZ USA
2007,"Muncie, IN",39616.0,15476.0,2.559834582579478,Muncie - IN USA
2017,"Springfield, IL",60407.0,24993.0,2.416956747889409,Springfield - IL USA
2005,"Jacksonville, NC",59721.0,20618.0,2.8965467067610824,Jacksonville - NC USA
2019,"San Angelo, TX",30844.0,14723.0,2.0949534741560822,San Angelo - TX USA
2012,"Asheville, NC",135071.0,61225.0,2.206141282155982,
2006,"Olympia-Tumwater, WA",65488.0,29075.0,2.2523817712811693,Olympia - WA USA
2012,"McAllen-Edinburg-Mission, TX",221318.0,72069.0,3.0709181478860534,McAllen - TX USA
2022,"Madera, CA",50741.0,14017.0,3.619961475351359,Madera - CA USA
2012,"Monroe, MI",27822.0,13407.0,2.0751846050570597,Monroe - MI USA
2018,"Burlington-South Burlington, VT",63423.0,30945.0,2.049539505574406,Burlington - VT USA
2007,"Alexandria, LA",42367.0,17136.0,2.4723972922502333,Alexandria - LA USA
2017,"Jefferson City, MO",33271.0,16170.0,2.0575757575757576,
2013,"Albany-Schenectady-Troy, NY",242680.0,121487.0,1.9975799879822533,Albany - NY USA
2007,"St. Cloud, MN",35551.0,19119.0,1.859459176735185,St. Cloud - MN USA
2010,"Pueblo, CO",45353.0,19992.0,2.2685574229691876,Pueblo - CO USA
2012,"Hickory-Lenoir-Morganton, NC",104845.0,47204.0,2.221104143716634,Hickory - NC USA
2020,"Coeur d'Alene, ID",27109.0,12807.0,2.116733036620598,
2022,"Salisbury, MD-DE",93678.0,40600.0,2.3073399014778326,Salisbury - MD USA
2021,"Fayetteville, NC",137273.0,62080.0,2.211227448453608,Fayetteville - NC USA
2011,"Spokane-Spokane Valley, WA",143685.0,65758.0,2.185057331427355,Spokane - WA USA
2009,"Las Vegas-Henderson-Paradise, NV",767607.0,299604.0,2.5620719349541394,Las Vegas - NV USA
2009,"Springfield, IL",64108.0,29337.0,2.1852268466441696,Springfield - IL USA
2009,"Charlottesville, VA",53853.0,24223.0,2.2232176031044877,Charlottesville - VA USA
2019,"Topeka, KS",68177.0,30408.0,2.2420744540910285,
2022,"Blacksburg-Christiansburg-Radford, VA",55656.0,25409.0,2.190404974615294,Blacksburg - VA USA
2006,"Johnstown, PA",25412.0,14403.0,1.764354648337152,Johnstown - PA USA
2012,"Chicago-Naperville-Elgin, IL-IN-WI",2831067.0,1193711.0,2.371651932502926,Chicago - IL USA
2013,"Fayetteville, NC",141783.0,62015.0,2.286269450939289,Fayetteville - NC USA
2010,"Gainesville, FL",90124.0,41973.0,2.1471898601481905,Gainesville - FL USA
2020,"Asheville, NC",148872.0,60006.0,2.480951904809519,
2023,"Tyler, TX",66038.0,25476.0,2.5921651750667296,Tyler - TX USA
2020,"Provo-Orem, UT",145381.0,51906.0,2.8008515393210804,Provo - UT USA
2019,"Greenville, NC",82836.0,35364.0,2.34238208347472,Greenville - NC USA
2017,"Worcester, MA-CT",262727.0,124671.0,2.107362578306102,Worcester - MA USA
2007,"Memphis, TN-MS-AR",402892.0,171068.0,2.355157013585241,Memphis - TN USA
2019,"Sebastian-Vero Beach, FL",34469.0,14570.0,2.3657515442690458,
2008,"Rochester, NY",242317.0,117812.0,2.0568108511866363,Rochester - NY USA
2017,"Yakima, WA",95985.0,32486.0,2.95465739087607,Yakima - WA USA
2008,"Springfield, OH",35863.0,15335.0,2.3386371046625367,Springfield - OH USA
2005,"Syracuse, NY",173211.0,81526.0,2.124610553688394,Syracuse - NY USA
2013,"Las Vegas-Henderson-Paradise, NV",881221.0,342671.0,2.5716240942478352,Las Vegas - NV USA
2009,"Montgomery, AL",99731.0,41806.0,2.385566665071999,Montgomery - AL USA
2011,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1517330.0,708972.0,2.1401832512426444,Philadelphia - PA USA
2017,"Bangor, ME",37290.0,17121.0,2.1780269844051166,Bangor - ME USA
2006,"Lubbock, TX",101427.0,42290.0,2.3983684086072357,Lubbock - TX USA
2021,"Glens Falls, NY",30856.0,14531.0,2.123460188562384,Glens Falls - NY USA
2012,"Eugene, OR",138486.0,59966.0,2.3094086649101158,Eugene - OR USA
2014,"St. Louis, MO-IL",735828.0,348789.0,2.109665155724521,Saint Louis - MO USA
2013,"Springfield, OH",42177.0,17655.0,2.3889549702633817,Springfield - OH USA
2014,"Lincoln, NE",100351.0,46786.0,2.1448937716410894,Lincoln - NE USA
2016,"New Haven-Milford, CT",274888.0,128755.0,2.1349695157469615,New Haven - CT USA
2005,"Oxnard-Thousand Oaks-Ventura, CA",220531.0,79546.0,2.772370703743746,Ventura - CA USA
2013,"Tampa-St. Petersburg-Clearwater, FL",936192.0,416714.0,2.2466055856054754,Tampa - FL USA
2012,"Medford, OR",67660.0,28391.0,2.3831495896586947,Medford - OR USA
2005,"Peoria, IL",70444.0,35103.0,2.0067800472894053,Peoria - IL USA
2015,"Yakima, WA",91117.0,29707.0,3.067189551284209,Yakima - WA USA
2021,"Greenville-Anderson-Mauldin, SC",244122.0,111131.0,2.196704789842618,Greenville - SC USA
2020,"Joplin, MO",49234.0,21613.0,2.277980844861889,Joplin - MO USA
2010,"Punta Gorda, FL",35531.0,15215.0,2.335261255340125,Punta Gorda - FL USA
2008,"Hickory-Lenoir-Morganton, NC",83145.0,38066.0,2.184232648557768,Hickory - NC USA
2011,"College Station-Bryan, TX",83738.0,37000.0,2.2631891891891893,College Station-Bryan - TX USA
2017,"Lake Havasu City-Kingman, AZ",72703.0,28746.0,2.529151882000974,Lake Havasu - AZ USA
2008,"Anniston-Oxford-Jacksonville, AL",27338.0,11703.0,2.3359822267794583,Anniston-Oxford - AL USA
2022,"Los Angeles-Long Beach-Anaheim, CA",5960096.0,2339565.0,2.547523150671172,Los Angeles - CA USA
2023,"Houston-The Woodlands-Sugar Land, TX",2457130.0,1043480.0,2.3547456587572353,Houston - TX USA
2010,"Alexandria, LA",39222.0,16322.0,2.403014336478373,Alexandria - LA USA
2006,"Waco, TX",69154.0,30856.0,2.24118485869847,Waco - TX USA
2017,"Muskegon, MI",38072.0,16422.0,2.318353428327853,Muskegon - MI USA
2020,"Fayetteville, NC",138202.0,66256.0,2.0858790147307413,Fayetteville - NC USA
2016,"Jackson, MI",32350.0,16178.0,1.9996291259735444,Jackson - MI USA
2012,"Milwaukee-Waukesha-West Allis, WI",540241.0,249507.0,2.1652338411347176,Milwaukee - WI USA
2008,"Bremerton-Silverdale, WA",63394.0,28765.0,2.2038588562489134,Bremerton - WA USA
2013,"Jackson, MS",194167.0,76788.0,2.5286112413397928,Jackson - MS USA
2016,"Columbia, SC",230755.0,101578.0,2.2717025340132704,
2006,"Bloomington, IN",36180.0,18037.0,2.0058768087819483,Bloomington - IN USA
2008,"Anchorage, AK",113620.0,48714.0,2.332389046270066,Anchorage - AK USA
2012,"San Jose-Sunnyvale-Santa Clara, CA",737863.0,267516.0,2.75820137860913,San Jose - CA USA
2010,"Salt Lake City, UT",285178.0,108994.0,2.6164559517037635,Salt Lake City - UT USA
2021,"Ann Arbor, MI",120358.0,58894.0,2.0436377220090334,Ann Arbor - MI USA
2019,"McAllen-Edinburg-Mission, TX",235626.0,78279.0,3.0100793316215078,McAllen - TX USA
2022,"State College, PA",49736.0,24084.0,2.065105464208603,State College - PA USA
2005,"Napa, CA",38508.0,15878.0,2.425242473863207,Napa - CA USA
2020,"Daphne-Fairhope-Foley, AL",34434.0,15383.0,2.2384450367288564,Daphne-Fairhope-Foley - AL USA
2009,"Terre Haute, IN",42025.0,18091.0,2.3229782764910727,Terre Haute - IN USA
2018,"Mansfield, OH",34378.0,15814.0,2.173896547363096,Mansfield - OH USA
2007,"State College, PA",38592.0,19659.0,1.9630703494582633,State College - PA USA
2021,"Winston-Salem, NC",174124.0,80925.0,2.151671300586963,Winston-Salem - NC USA
2008,"Jackson, TN",28173.0,14011.0,2.0107772464492184,Jackson - TN USA
2013,"Beaumont-Port Arthur, TX",102769.0,47188.0,2.177863016021022,Beaumont - TX USA
2013,"Jackson, MI",39751.0,18845.0,2.1093658795436454,Jackson - MI USA
2022,"Indianapolis-Carmel-Anderson, IN",579884.0,277116.0,2.092567733367976,Indianapolis - IN USA
2021,"Champaign-Urbana, IL",75466.0,39508.0,1.9101447808038878,Champaign-Urbana - IL USA
2008,"Albany-Schenectady-Troy, NY",210113.0,108980.0,1.927995962561938,Albany - NY USA
2016,"Niles-Benton Harbor, MI",41179.0,19719.0,2.088290481261727,Niles-Benton Harbor - MI USA
2016,"Bend-Redmond, OR",57128.0,23720.0,2.408431703204047,Bend - OR USA
2020,"Lafayette, LA",135804.0,59754.0,2.272718144392007,Lafayette - LA USA
2017,"McAllen-Edinburg-Mission, TX",244725.0,80169.0,3.052613853235041,McAllen - TX USA
2007,"Toledo, OH",156580.0,76408.0,2.049261857397131,Toledo - OH USA
2014,"Lima, OH",30692.0,12854.0,2.3877392251439242,
2023,"Canton-Massillon, OH",103222.0,49371.0,2.0907415284276194,Canton - OH USA
2005,"Baltimore-Columbia-Towson, MD",677574.0,316164.0,2.14310927240293,Baltimore - MD USA
2007,"Olympia-Tumwater, WA",78502.0,33019.0,2.377479632938611,Olympia - WA USA
2021,"San Angelo, TX",31388.0,14837.0,2.11552200579632,San Angelo - TX USA
2009,"Kennewick-Richland, WA",65027.0,25973.0,2.503638393716552,Kennewick-Richland - WA USA
2013,"Manchester-Nashua, NH",111114.0,50192.0,2.2137790883009245,Manchester - NH USA
2018,"Pueblo, CO",52062.0,22630.0,2.300574458683164,Pueblo - CO USA
2006,"Colorado Springs, CO",150160.0,68490.0,2.1924368520951965,Colorado Springs - CO USA
2006,"Medford, OR",64774.0,29330.0,2.208455506307535,Medford - OR USA
2023,"Brownsville-Harlingen, TX",139019.0,48701.0,2.854540974517977,Brownsville-Harlingen - TX USA
2012,"Wausau, WI",27110.0,13545.0,2.0014765596160946,Wausau - WI USA
2013,"San Jose-Sunnyvale-Santa Clara, CA",747514.0,271148.0,2.7568486582973137,San Jose - CA USA
2013,"Shreveport-Bossier City, LA",133132.0,57570.0,2.3125238839673443,Shreveport - LA USA
2007,"Saginaw, MI",40257.0,19208.0,2.0958454810495626,Saginaw - MI USA
2018,"Omaha-Council Bluffs, NE-IA",303555.0,138138.0,2.1974764366068715,Omaha - NE USA
2012,"Jefferson City, MO",32976.0,15598.0,2.114117194512117,
2006,"San Francisco-Oakland-Hayward, CA",1417731.0,644091.0,2.201134622281634,San Francisco - CA USA
2021,"Hilton Head Island-Bluffton-Beaufort, SC",54681.0,22750.0,2.4035604395604397,Hilton Head Island - SC USA
2012,"Lafayette, LA",144208.0,61503.0,2.3447311513259517,Lafayette - LA USA
2013,"Oklahoma City, OK",434769.0,189090.0,2.299270188798985,Oklahoma City - OK USA
2010,"Santa Rosa, CA",185531.0,75313.0,2.4634658027166623,Santa Rosa - CA USA
2020,"Winston-Salem, NC",158126.0,82261.0,1.9222474805801049,Winston-Salem - NC USA
2020,"Huntsville, AL",103314.0,54412.0,1.89873557303536,Huntsville - AL USA
2015,"Beaumont-Port Arthur, TX",118181.0,49997.0,2.3637618257095427,Beaumont - TX USA
2009,"Bend-Redmond, OR",51393.0,20585.0,2.4966237551615253,Bend - OR USA
2010,"Louisville/Jefferson County, KY-IN",342736.0,155171.0,2.208763235398367,Louisville - KY USA
2007,"Santa Rosa, CA",165542.0,68129.0,2.42983164291271,Santa Rosa - CA USA
2006,"Sheboygan, WI",30853.0,13948.0,2.2120017206767995,Sheboygan - WI USA
2022,"Charleston, WV",51170.0,27074.0,1.8900051710127799,
2005,"Port St. Lucie, FL",92617.0,37307.0,2.4825635939635995,Port St. Lucie - FL USA
2013,"Baton Rouge, LA",211589.0,94715.0,2.2339544950641397,Baton Rouge - LA USA
2006,"Blacksburg-Christiansburg-Radford, VA",53179.0,23967.0,2.218842575207577,Blacksburg - VA USA
2011,"Durham-Chapel Hill, NC",168085.0,76316.0,2.2024870276219928,Durham - NC USA
2005,"Kansas City, MO-KS",458020.0,212197.0,2.1584659538070756,Kansas City - MO USA
2009,"San Jose-Sunnyvale-Santa Clara, CA",630241.0,243140.0,2.592090976392202,San Jose - CA USA
2013,"Pensacola-Ferry Pass-Brent, FL",139085.0,61504.0,2.2613976326742975,Pensacola - FL USA
2023,"Greeley, CO",78081.0,32275.0,2.4192408985282725,Greeley - CO USA
2019,"Scranton--Wilkes-Barre--Hazleton, PA",155732.0,69922.0,2.2272246217213465,Scranton - PA USA
2009,"Santa Fe, NM",39063.0,18139.0,2.1535365786427034,Santa Fe - NM USA
2023,"College Station-Bryan, TX",106960.0,49663.0,2.1537160461510583,College Station-Bryan - TX USA
2014,"Napa, CA",54768.0,18681.0,2.9317488357154327,Napa - CA USA
2023,"Little Rock-North Little Rock-Conway, AR",209554.0,106093.0,1.9751915772011348,Little Rock - AR USA
2007,"Houston-The Woodlands-Sugar Land, TX",1666535.0,683344.0,2.4387936383432063,Houston - TX USA
2015,"Gadsden, AL",23102.0,9523.0,2.4259162028772447,Gadsden - AL USA
2012,"Stockton-Lodi, CA",289008.0,92386.0,3.1282661875175894,Stockton - CA USA
2008,"Barnstable Town, MA",37328.0,18812.0,1.9842653625345523,Barnstable Town - MA USA
2013,"Gainesville, FL",95382.0,47358.0,2.0140630938806536,Gainesville - FL USA
2008,"Santa Maria-Santa Barbara, CA",172969.0,64139.0,2.6967835482311853,Santa Barbara - CA USA
2019,"York-Hanover, PA",97702.0,42494.0,2.29919518049607,York - PA USA
2007,"Jacksonville, FL",360491.0,154772.0,2.3291745276923477,Jacksonville - FL USA
2012,"Laredo, TX",85217.0,25004.0,3.408134698448248,Laredo - TX USA
2007,"Farmington, NM",31649.0,10720.0,2.9523320895522387,Farmington - NM USA
2008,"Alexandria, LA",36736.0,15357.0,2.392133880315166,Alexandria - LA USA
2014,"Merced, CA",136773.0,40856.0,3.3476845506168003,Merced - CA USA
2017,"Tuscaloosa, AL",58597.0,27564.0,2.125852561311856,
2013,"Canton-Massillon, OH",106041.0,48135.0,2.2029915861639138,Canton - OH USA
2021,"Visalia-Porterville, CA",198644.0,59997.0,3.3108988782772473,Visalia - CA USA
2007,"Burlington-South Burlington, VT",50889.0,25270.0,2.0138108428967154,Burlington - VT USA
2011,"Iowa City, IA",53554.0,20909.0,2.5612893969104213,Iowa City - IA USA
2023,"Hanford-Corcoran, CA",54491.0,19943.0,2.7323371609085894,Hanford-Corcoran - CA USA
2020,"Springfield, MA",167389.0,80120.0,2.0892286570144782,Springfield - MA USA
2007,"Santa Fe, NM",38812.0,18191.0,2.1335825408168874,Santa Fe - NM USA
2015,"St. George, UT",55959.0,17557.0,3.187275730477872,
2010,"Charleston-North Charleston, SC",223355.0,92019.0,2.427270455014725,Charleston - SC USA
2015,"Binghamton, NY",62966.0,30748.0,2.047807987511383,Binghamton - NY USA
2021,"Joplin, MO",48510.0,20551.0,2.360469076930563,Joplin - MO USA
2006,"Fayetteville, NC",122649.0,47536.0,2.580128744530461,Fayetteville - NC USA
2020,"Oxnard-Thousand Oaks-Ventura, CA",275515.0,100865.0,2.7315223318296735,Ventura - CA USA
2009,"Spokane-Spokane Valley, WA",145810.0,64823.0,2.2493559384786264,Spokane - WA USA
2023,"Baton Rouge, LA",215649.0,99540.0,2.1664556962025316,Baton Rouge - LA USA
2011,"San Jose-Sunnyvale-Santa Clara, CA",704541.0,261792.0,2.69122433076641,San Jose - CA USA
2022,"Urban Honolulu, HI",346332.0,135263.0,2.560434117238269,Honolulu - HI USA
2017,"Gadsden, AL",21276.0,10700.0,1.9884112149532711,Gadsden - AL USA
2010,"Merced, CA",104895.0,33560.0,3.125595947556615,Merced - CA USA
2021,"Morgantown, WV",37115.0,18996.0,1.9538323857654243,Morgantown - WV USA
2015,"Gainesville, FL",95567.0,44559.0,2.144729459817321,Gainesville - FL USA
2022,"Pensacola-Ferry Pass-Brent, FL",140142.0,64602.0,2.169313643540448,Pensacola - FL USA
2019,"Lynchburg, VA",64563.0,30059.0,2.147875844173126,Lynchburg - VA USA
2012,"El Centro, CA",58635.0,19758.0,2.967658669905861,El Centro - CA USA
2006,"Atlanta-Sandy Springs-Roswell, GA",1277732.0,553186.0,2.309769227710029,Atlanta - GA USA
2016,"Pittsburgh, PA",555435.0,295041.0,1.8825688633105229,Pittsburgh - PA USA
2021,"Jacksonville, FL",492294.0,214618.0,2.293815057450913,Jacksonville - FL USA
2013,"Detroit-Warren-Dearborn, MI",1147959.0,511300.0,2.24517699980442,Detroit - MI USA
2020,"Bridgeport-Stamford-Norwalk, CT",276060.0,121091.0,2.279773063233436,Stamford - CT USA
2023,"Salem, OR",165529.0,69679.0,2.3755937944000345,
2015,"Janesville-Beloit, WI",41728.0,19071.0,2.1880341880341883,Janesville-Beloit - WI USA
2012,"Jackson, MS",188235.0,76626.0,2.4565421658444913,Jackson - MS USA
2008,"Springfield, IL",47288.0,23100.0,2.047099567099567,Springfield - IL USA
2011,"Bloomington, IL",45193.0,22247.0,2.0314199667370882,Bloomington - IL USA
2015,"Boise City, ID",175964.0,78948.0,2.2288595024573135,Boise - ID USA
2006,"Jacksonville, FL",350655.0,158661.0,2.2100894359672507,Jacksonville - FL USA
2005,"Colorado Springs, CO",162837.0,72565.0,2.244015710053056,Colorado Springs - CO USA
